InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537433,10010,LUNCH BAG WOODLAND,6,02/22/2020 04:00,0.54,15792.0,United Kingdom
538013,10019,HAND WARMER OWL DESIGN,3,11/26/2019 05:00,2.46,14596.0,United Kingdom
538081,10005,SET OF 3 CAKE TINS,5,02/18/2020 07:00,2.57,16961.0,United Kingdom
536545,10007,REGENCY CAKESTAND 3 TIER,5,12/08/2019 02:00,14.86,14096.0,United Kingdom
536976,10015,TRAVEL SEWING KIT,7,01/04/2020 20:00,0.41,16768.0,United Kingdom
536652,10002,RED WOOLLY HOTTIE MUG,2,11/25/2019 09:00,1.86,17714.0,United Kingdom
536942,10006,PACK OF 72 RETRO SPOT CAKE CASES,8,01/31/2020 11:00,8.92,13366.0,Portugal
537365,10006,PACK OF 72 RETRO SPOT CAKE CASES,2,12/09/2019 03:00,1.93,13689.0,United Kingdom
536891,10008,JUMBO BAG RED RETROSPOT,2,02/13/2020 17:00,2.07,,United Kingdom
536491,10011,RECIPE BOX PANTRY DESIGN,2,11/10/2019 22:00,1.07,17263.0,France
537321,10004,VINTAGE UNION JACK BUNTING,1,12/31/2019 06:00,0.97,,Germany
536464,10007,REGENCY CAKESTAND 3 TIER,11,11/20/2019 00:00,0.4,13499.0,Germany
536790,10018,ALARM CLOCK BAKELIKE RED,2,02/15/2020 17:00,1.31,14532.0,United Kingdom
536365,10016,VINTAGE SNAKES AND LADDERS,2,12/21/2019 01:00,0.91,,Spain
536527,10019,HAND WARMER OWL DESIGN,14,01/20/2020 23:00,2.77,,United Kingdom
537183,10013,SPACEBOY LUNCH BOX,2,02/14/2020 13:00,1.12,15025.0,United Kingdom
537960,10011,RECIPE BOX PANTRY DESIGN,3,01/04/2020 07:00,1.52,,United Kingdom
537817,10004,VINTAGE UNION JACK BUNTING,1,11/07/2019 21:00,1.56,12967.0,United Kingdom
536550,10003,GLASS JAR CANDLE,9,11/27/2019 11:00,2.34,12516.0,France
536430,10010,LUNCH BAG WOODLAND,9,11/26/2019 12:00,1.45,13094.0,France
536998,10008,JUMBO BAG RED RETROSPOT,8,02/18/2020 17:00,0.85,14797.0,United Kingdom
537587,10015,TRAVEL SEWING KIT,7,02/18/2020 00:00,2.68,14018.0,United Kingdom
537765,10000,WHITE HANGING HEART T-LIGHT HOLDER,4,12/28/2019 06:00,7.15,14134.0,United Kingdom
537908,10017,WOODEN FRAME ANTIQUE WHITE,2,02/15/2020 20:00,2.8,16900.0,United Kingdom
537006,10003,GLASS JAR CANDLE,2,11/30/2019 12:00,1.34,,United Kingdom
536680,10007,REGENCY CAKESTAND 3 TIER,15,01/21/2020 13:00,2.17,16676.0,United Kingdom
536414,10007,REGENCY CAKESTAND 3 TIER,9,12/18/2019 01:00,0.32,15565.0,EIRE
536640,10018,ALARM CLOCK BAKELIKE RED,2,11/29/2019 20:00,2.14,13564.0,United Kingdom
536487,10014,STRAWBERRY CERAMIC TRINKET BOX,4,12/01/2019 00:00,1.65,17979.0,France
537979,10000,WHITE HANGING HEART T-LIGHT HOLDER,3,12/21/2019 09:00,0.97,15175.0,United Kingdom
536868,10017,WOODEN FRAME ANTIQUE WHITE,1,12/11/2019 18:00,1.16,17313.0,Belgium
537908,10013,SPACEBOY LUNCH BOX,5,11/26/2019 08:00,1.63,,Belgium
537402,10001,WOODEN PICTURE FRAME,3,12/11/2019 02:00,6.64,17392.0,United Kingdom
537375,10015,TRAVEL SEWING KIT,2,11/16/2019 10:00,7.33,16599.0,EIRE
537217,10000,WHITE HANGING HEART T-LIGHT HOLDER,1,02/25/2020 09:00,0.97,13831.0,United Kingdom
537900,10008,JUMBO BAG RED RETROSPOT,1,12/16/2019 14:00,1.47,17059.0,Germany
536446,10003,GLASS JAR CANDLE,3,11/13/2019 21:00,1.5,16757.0,United Kingdom
536538,10000,WHITE HANGING HEART T-LIGHT HOLDER,4,01/09/2020 02:00,5.53,17654.0,Portugal
537158,10011,RECIPE BOX PANTRY DESIGN,2,02/15/2020 00:00,2.84,,United Kingdom
537104,10013,SPACEBOY LUNCH BOX,8,12/14/2019 04:00,2.7,17608.0,United Kingdom
537387,10009,PARTY BUNTING,4,02/10/2020 11:00,4.2,16873.0,United Kingdom
537748,10006,PACK OF 72 RETRO SPOT CAKE CASES,7,01/13/2020 07:00,1.35,,United Kingdom
537466,10010,LUNCH BAG WOODLAND,3,01/28/2020 17:00,9.62,,France
536847,10003,GLASS JAR CANDLE,2,12/06/2019 13:00,2.46,13858.0,United Kingdom
536978,10000,WHITE HANGING HEART T-LIGHT HOLDER,5,11/05/2019 10:00,1.05,15178.0,United Kingdom
537775,10003,GLASS JAR CANDLE,1,12/12/2019 12:00,1.95,17672.0,France
536742,10001,WOODEN PICTURE FRAME,7,02/19/2020 23:00,8.43,17322.0,United Kingdom
537310,10015,TRAVEL SEWING KIT,2,02/03/2020 21:00,1.61,,United Kingdom
537375,10012,ROUND SNACK BOXES SET OF 4,10,02/03/2020 03:00,6.36,13126.0,United Kingdom
537771,10003,GLASS JAR CANDLE,3,02/14/2020 10:00,1.32,12698.0,Belgium
537704,10011,RECIPE BOX PANTRY DESIGN,12,12/15/2019 19:00,1.14,15994.0,United Kingdom
537236,10009,PARTY BUNTING,1,12/09/2019 15:00,4.76,14212.0,United Kingdom
536944,10002,RED WOOLLY HOTTIE MUG,2,02/20/2020 01:00,1.03,16866.0,United Kingdom
537054,10019,HAND WARMER OWL DESIGN,6,01/08/2020 14:00,5.6,16862.0,United Kingdom
537136,10018,ALARM CLOCK BAKELIKE RED,13,12/06/2019 18:00,3.5,13520.0,Spain
536775,10015,TRAVEL SEWING KIT,21,12/04/2019 09:00,1.03,16470.0,France
537537,10016,VINTAGE SNAKES AND LADDERS,4,02/14/2020 07:00,2.29,16887.0,United Kingdom
536755,10010,LUNCH BAG WOODLAND,25,11/07/2019 09:00,1.42,18210.0,EIRE
537581,10016,VINTAGE SNAKES AND LADDERS,3,11/08/2019 09:00,3.49,16639.0,Netherlands
537774,10010,LUNCH BAG WOODLAND,12,01/28/2020 13:00,16.25,14481.0,Spain
538168,10003,GLASS JAR CANDLE,2,11/01/2019 03:00,1.7,18285.0,United Kingdom
536587,10003,GLASS JAR CANDLE,6,11/21/2019 12:00,4.19,13984.0,United Kingdom
537789,10017,WOODEN FRAME ANTIQUE WHITE,1,02/27/2020 22:00,2.52,17130.0,Germany
536526,10008,JUMBO BAG RED RETROSPOT,1,12/22/2019 02:00,2.52,14592.0,United Kingdom
536997,10014,STRAWBERRY CERAMIC TRINKET BOX,6,01/27/2020 08:00,2.09,17900.0,United Kingdom
536695,10002,RED WOOLLY HOTTIE MUG,1,12/29/2019 11:00,1.04,16993.0,United Kingdom
536669,10008,JUMBO BAG RED RETROSPOT,6,11/11/2019 20:00,3.44,15908.0,United Kingdom
536693,10001,WOODEN PICTURE FRAME,10,11/23/2019 03:00,1.84,13619.0,Netherlands
536447,10004,VINTAGE UNION JACK BUNTING,2,01/31/2020 08:00,1.0,13465.0,United Kingdom
537908,10002,RED WOOLLY HOTTIE MUG,2,11/12/2019 08:00,6.78,17976.0,United Kingdom
536479,10004,VINTAGE UNION JACK BUNTING,3,01/11/2020 09:00,2.72,17108.0,Belgium
537112,10012,ROUND SNACK BOXES SET OF 4,2,12/12/2019 18:00,1.96,,United Kingdom
537675,10000,WHITE HANGING HEART T-LIGHT HOLDER,4,12/15/2019 10:00,9.39,17558.0,United Kingdom
538221,10003,GLASS JAR CANDLE,4,02/23/2020 07:00,0.39,16998.0,United Kingdom
537965,10013,SPACEBOY LUNCH BOX,3,01/12/2020 17:00,8.78,,United Kingdom
536622,10002,RED WOOLLY HOTTIE MUG,22,01/13/2020 20:00,1.02,17260.0,Germany
538217,10011,RECIPE BOX PANTRY DESIGN,2,12/13/2019 01:00,3.04,17075.0,EIRE
537590,10017,WOODEN FRAME ANTIQUE WHITE,16,12/16/2019 18:00,1.37,,United Kingdom
536701,10015,TRAVEL SEWING KIT,1,01/22/2020 07:00,0.98,12461.0,United Kingdom
537206,10002,RED WOOLLY HOTTIE MUG,4,11/05/2019 16:00,9.15,16750.0,Australia
538086,10002,RED WOOLLY HOTTIE MUG,13,11/29/2019 11:00,15.74,14363.0,United Kingdom
537101,10014,STRAWBERRY CERAMIC TRINKET BOX,13,01/12/2020 01:00,1.97,14512.0,United Kingdom
536709,10006,PACK OF 72 RETRO SPOT CAKE CASES,3,01/14/2020 20:00,3.44,16585.0,Netherlands
538005,10008,JUMBO BAG RED RETROSPOT,7,11/12/2019 01:00,2.6,17163.0,United Kingdom
538151,10009,PARTY BUNTING,6,02/03/2020 13:00,13.88,,United Kingdom
538194,10011,RECIPE BOX PANTRY DESIGN,2,01/05/2020 03:00,0.3,17240.0,France
538156,10008,JUMBO BAG RED RETROSPOT,8,11/29/2019 12:00,3.59,14086.0,United Kingdom
538001,10000,WHITE HANGING HEART T-LIGHT HOLDER,26,01/30/2020 06:00,1.19,15709.0,United Kingdom
537217,10001,WOODEN PICTURE FRAME,6,02/27/2020 22:00,0.25,17505.0,France
536725,10000,WHITE HANGING HEART T-LIGHT HOLDER,7,12/21/2019 20:00,1.72,13642.0,United Kingdom
537522,10005,SET OF 3 CAKE TINS,8,12/05/2019 00:00,15.61,13658.0,United Kingdom
536778,10016,VINTAGE SNAKES AND LADDERS,1,12/06/2019 22:00,1.28,18110.0,United Kingdom
537252,10019,HAND WARMER OWL DESIGN,6,01/11/2020 03:00,5.42,14562.0,United Kingdom
537595,10009,PARTY BUNTING,1,11/06/2019 16:00,8.16,17972.0,United Kingdom
538139,10000,WHITE HANGING HEART T-LIGHT HOLDER,2,12/29/2019 00:00,2.43,14467.0,United Kingdom
536907,10001,WOODEN PICTURE FRAME,35,11/03/2019 23:00,2.77,16028.0,Germany
536837,10016,VINTAGE SNAKES AND LADDERS,3,11/05/2019 15:00,0.44,15377.0,United Kingdom
537742,10006,PACK OF 72 RETRO SPOT CAKE CASES,2,12/22/2019 14:00,1.2,18191.0,United Kingdom
536377,10017,WOODEN FRAME ANTIQUE WHITE,13,01/29/2020 11:00,6.09,15615.0,United Kingdom
537427,10010,LUNCH BAG WOODLAND,2,02/15/2020 00:00,2.61,15333.0,United Kingdom
537763,10017,WOODEN FRAME ANTIQUE WHITE,3,11/11/2019 12:00,3.55,15116.0,United Kingdom
537397,10002,RED WOOLLY HOTTIE MUG,14,11/30/2019 07:00,2.81,14576.0,Belgium
537084,10017,WOODEN FRAME ANTIQUE WHITE,4,12/21/2019 14:00,22.02,14960.0,EIRE
537918,10010,LUNCH BAG WOODLAND,1,01/08/2020 21:00,1.6,15081.0,United Kingdom
537060,10008,JUMBO BAG RED RETROSPOT,7,02/27/2020 11:00,12.25,,EIRE
537697,10010,LUNCH BAG WOODLAND,3,01/22/2020 03:00,2.81,12618.0,United Kingdom
537235,10006,PACK OF 72 RETRO SPOT CAKE CASES,19,01/04/2020 15:00,13.39,15322.0,United Kingdom
536414,10012,ROUND SNACK BOXES SET OF 4,2,11/08/2019 07:00,0.72,15608.0,Belgium
537359,10015,TRAVEL SEWING KIT,12,11/10/2019 16:00,2.96,16820.0,United Kingdom
536457,10016,VINTAGE SNAKES AND LADDERS,24,11/19/2019 09:00,1.66,,Netherlands
538110,10019,HAND WARMER OWL DESIGN,2,01/19/2020 07:00,2.83,,United Kingdom
537492,10008,JUMBO BAG RED RETROSPOT,3,12/10/2019 18:00,8.35,12996.0,United Kingdom
537062,10015,TRAVEL SEWING KIT,6,11/29/2019 22:00,3.59,14556.0,Netherlands
537276,10017,WOODEN FRAME ANTIQUE WHITE,2,01/20/2020 10:00,8.33,13864.0,United Kingdom
537525,10000,WHITE HANGING HEART T-LIGHT HOLDER,5,02/06/2020 21:00,1.26,13558.0,United Kingdom
536852,10009,PARTY BUNTING,3,12/23/2019 16:00,1.08,16630.0,United Kingdom
536905,10014,STRAWBERRY CERAMIC TRINKET BOX,3,02/14/2020 20:00,2.5,15186.0,Belgium
537149,10009,PARTY BUNTING,4,01/28/2020 03:00,2.37,17060.0,United Kingdom
536849,10002,RED WOOLLY HOTTIE MUG,4,01/25/2020 23:00,2.04,13168.0,Germany
537786,10013,SPACEBOY LUNCH BOX,5,02/13/2020 03:00,0.94,18203.0,Germany
536559,10008,JUMBO BAG RED RETROSPOT,2,11/23/2019 01:00,8.16,15158.0,Germany
537914,10012,ROUND SNACK BOXES SET OF 4,2,01/31/2020 00:00,1.71,,United Kingdom
537018,10000,WHITE HANGING HEART T-LIGHT HOLDER,4,02/23/2020 23:00,10.24,14501.0,United Kingdom
537417,10000,WHITE HANGING HEART T-LIGHT HOLDER,4,02/28/2020 02:00,2.49,17344.0,United Kingdom
536660,10012,ROUND SNACK BOXES SET OF 4,3,01/09/2020 09:00,4.7,16563.0,United Kingdom
537087,10019,HAND WARMER OWL DESIGN,6,01/30/2020 13:00,4.3,13368.0,United Kingdom
537779,10012,ROUND SNACK BOXES SET OF 4,1,02/15/2020 16:00,1.08,18228.0,United Kingdom
536872,10018,ALARM CLOCK BAKELIKE RED,2,02/11/2020 07:00,3.55,13123.0,United Kingdom
536613,10016,VINTAGE SNAKES AND LADDERS,3,02/16/2020 18:00,16.92,13981.0,United Kingdom
537343,10005,SET OF 3 CAKE TINS,2,02/08/2020 22:00,3.16,16678.0,France
536669,10002,RED WOOLLY HOTTIE MUG,21,12/16/2019 18:00,6.06,15493.0,United Kingdom
536955,10011,RECIPE BOX PANTRY DESIGN,4,01/27/2020 15:00,4.92,,United Kingdom
537209,10012,ROUND SNACK BOXES SET OF 4,5,12/20/2019 06:00,3.34,17849.0,United Kingdom
537422,10015,TRAVEL SEWING KIT,3,02/05/2020 05:00,2.96,17062.0,United Kingdom
537563,10010,LUNCH BAG WOODLAND,4,02/06/2020 06:00,4.25,,United Kingdom
537633,10018,ALARM CLOCK BAKELIKE RED,1,02/21/2020 04:00,5.28,,United Kingdom
537948,10016,VINTAGE SNAKES AND LADDERS,3,01/10/2020 14:00,0.64,17399.0,Germany
536488,10011,RECIPE BOX PANTRY DESIGN,2,12/28/2019 01:00,3.15,13612.0,United Kingdom
537044,10011,RECIPE BOX PANTRY DESIGN,3,11/20/2019 20:00,2.05,17133.0,United Kingdom
536367,10000,WHITE HANGING HEART T-LIGHT HOLDER,1,01/16/2020 14:00,1.66,15606.0,Germany
536382,10015,TRAVEL SEWING KIT,1,01/07/2020 23:00,8.99,15898.0,United Kingdom
536763,10013,SPACEBOY LUNCH BOX,18,01/01/2020 19:00,1.18,13031.0,Spain
537486,10017,WOODEN FRAME ANTIQUE WHITE,9,01/21/2020 04:00,0.61,,Switzerland
538042,10001,WOODEN PICTURE FRAME,15,02/11/2020 03:00,5.45,14002.0,Switzerland
537815,10002,RED WOOLLY HOTTIE MUG,16,11/18/2019 20:00,0.59,15899.0,United Kingdom
537576,10013,SPACEBOY LUNCH BOX,8,12/22/2019 18:00,0.36,13333.0,United Kingdom
537824,10009,PARTY BUNTING,3,01/26/2020 16:00,6.1,17847.0,United Kingdom
536687,10011,RECIPE BOX PANTRY DESIGN,1,02/07/2020 09:00,2.88,,Spain
537939,10008,JUMBO BAG RED RETROSPOT,13,02/02/2020 10:00,3.95,16877.0,Germany
538034,10012,ROUND SNACK BOXES SET OF 4,4,02/04/2020 22:00,1.58,16893.0,United Kingdom
536543,10013,SPACEBOY LUNCH BOX,49,02/11/2020 15:00,0.62,15615.0,United Kingdom
537246,10003,GLASS JAR CANDLE,3,02/24/2020 11:00,0.75,13063.0,United Kingdom
537921,10015,TRAVEL SEWING KIT,29,01/12/2020 23:00,1.87,14008.0,United Kingdom
537257,10009,PARTY BUNTING,3,11/30/2019 21:00,0.69,15981.0,United Kingdom
537940,10011,RECIPE BOX PANTRY DESIGN,15,01/07/2020 15:00,3.34,15529.0,Portugal
538119,10012,ROUND SNACK BOXES SET OF 4,22,01/25/2020 04:00,1.55,15820.0,France
537254,10014,STRAWBERRY CERAMIC TRINKET BOX,1,11/13/2019 02:00,2.96,,United Kingdom
536476,10006,PACK OF 72 RETRO SPOT CAKE CASES,2,01/30/2020 20:00,2.87,,France
537002,10000,WHITE HANGING HEART T-LIGHT HOLDER,1,01/05/2020 07:00,3.62,12852.0,United Kingdom
536768,10003,GLASS JAR CANDLE,1,02/21/2020 09:00,4.05,15222.0,United Kingdom
537253,10019,HAND WARMER OWL DESIGN,8,11/26/2019 10:00,1.74,12889.0,United Kingdom
537463,10004,VINTAGE UNION JACK BUNTING,3,02/17/2020 20:00,2.96,16289.0,Spain
537234,10004,VINTAGE UNION JACK BUNTING,4,12/24/2019 18:00,3.11,15713.0,United Kingdom
536731,10017,WOODEN FRAME ANTIQUE WHITE,7,01/08/2020 20:00,0.25,17406.0,Netherlands
536929,10004,VINTAGE UNION JACK BUNTING,1,01/19/2020 05:00,4.7,15091.0,EIRE
537639,10009,PARTY BUNTING,15,01/09/2020 12:00,2.86,13308.0,Belgium
536415,10007,REGENCY CAKESTAND 3 TIER,3,02/17/2020 11:00,4.32,13743.0,France
536766,10013,SPACEBOY LUNCH BOX,7,11/21/2019 01:00,0.68,17182.0,United Kingdom
538038,10011,RECIPE BOX PANTRY DESIGN,8,01/27/2020 14:00,1.79,,France
536550,10010,LUNCH BAG WOODLAND,16,02/26/2020 00:00,0.83,,Portugal
537142,10010,LUNCH BAG WOODLAND,4,11/27/2019 10:00,5.18,16364.0,Netherlands
536753,10016,VINTAGE SNAKES AND LADDERS,1,12/01/2019 14:00,0.6,15210.0,France
536561,10011,RECIPE BOX PANTRY DESIGN,4,12/28/2019 00:00,0.97,13877.0,France
537157,10010,LUNCH BAG WOODLAND,5,01/26/2020 23:00,4.2,15384.0,United Kingdom
537342,10017,WOODEN FRAME ANTIQUE WHITE,1,02/24/2020 02:00,1.31,17905.0,Netherlands
536695,10001,WOODEN PICTURE FRAME,5,02/04/2020 12:00,0.97,13519.0,United Kingdom
536510,10016,VINTAGE SNAKES AND LADDERS,3,02/04/2020 07:00,6.09,,United Kingdom
536617,10003,GLASS JAR CANDLE,1,12/23/2019 23:00,6.35,12878.0,EIRE
537586,10006,PACK OF 72 RETRO SPOT CAKE CASES,8,01/17/2020 11:00,5.06,16627.0,United Kingdom
537978,10000,WHITE HANGING HEART T-LIGHT HOLDER,2,11/26/2019 08:00,5.75,12791.0,France
536703,10011,RECIPE BOX PANTRY DESIGN,3,12/26/2019 14:00,1.95,12706.0,United Kingdom
536965,10016,VINTAGE SNAKES AND LADDERS,3,11/23/2019 16:00,2.0,12567.0,United Kingdom
537009,10007,REGENCY CAKESTAND 3 TIER,14,11/04/2019 06:00,1.29,17127.0,United Kingdom
537041,10013,SPACEBOY LUNCH BOX,4,02/11/2020 19:00,2.91,15753.0,Australia
536823,10007,REGENCY CAKESTAND 3 TIER,4,02/05/2020 14:00,1.45,16447.0,EIRE
536468,10015,TRAVEL SEWING KIT,3,01/01/2020 07:00,1.6,13269.0,United Kingdom
537349,10019,HAND WARMER OWL DESIGN,6,11/02/2019 17:00,4.48,17820.0,United Kingdom
537035,10014,STRAWBERRY CERAMIC TRINKET BOX,16,11/11/2019 19:00,8.04,17150.0,United Kingdom
537006,10006,PACK OF 72 RETRO SPOT CAKE CASES,8,11/14/2019 10:00,3.66,15248.0,Netherlands
536861,10016,VINTAGE SNAKES AND LADDERS,8,01/26/2020 01:00,14.8,,United Kingdom
538107,10000,WHITE HANGING HEART T-LIGHT HOLDER,7,11/25/2019 10:00,1.21,13195.0,Switzerland
537509,10019,HAND WARMER OWL DESIGN,1,12/01/2019 00:00,0.39,,United Kingdom
537150,10016,VINTAGE SNAKES AND LADDERS,2,02/12/2020 08:00,5.03,12633.0,United Kingdom
536750,10013,SPACEBOY LUNCH BOX,3,02/14/2020 04:00,1.14,13323.0,United Kingdom
537867,10012,ROUND SNACK BOXES SET OF 4,2,01/31/2020 14:00,1.87,17345.0,United Kingdom
538030,10005,SET OF 3 CAKE TINS,1,12/08/2019 03:00,0.42,,United Kingdom
536425,10008,JUMBO BAG RED RETROSPOT,1,01/09/2020 14:00,1.0,16179.0,United Kingdom
538108,10002,RED WOOLLY HOTTIE MUG,1,11/25/2019 00:00,0.55,17583.0,United Kingdom
537676,10006,PACK OF 72 RETRO SPOT CAKE CASES,3,02/11/2020 23:00,1.59,16885.0,United Kingdom
536552,10011,RECIPE BOX PANTRY DESIGN,4,11/11/2019 04:00,1.66,14721.0,United Kingdom
537777,10007,REGENCY CAKESTAND 3 TIER,2,01/29/2020 08:00,2.69,14415.0,United Kingdom
536566,10015,TRAVEL SEWING KIT,4,01/01/2020 09:00,8.5,12989.0,United Kingdom
536460,10017,WOODEN FRAME ANTIQUE WHITE,3,01/30/2020 22:00,4.84,,United Kingdom
536581,10011,RECIPE BOX PANTRY DESIGN,12,12/25/2019 02:00,0.49,18195.0,Germany
537227,10006,PACK OF 72 RETRO SPOT CAKE CASES,3,11/19/2019 23:00,4.52,,United Kingdom
537526,10006,PACK OF 72 RETRO SPOT CAKE CASES,8,01/30/2020 04:00,2.75,15314.0,United Kingdom
537128,10010,LUNCH BAG WOODLAND,5,01/15/2020 18:00,2.23,17386.0,United Kingdom
536593,10014,STRAWBERRY CERAMIC TRINKET BOX,1,12/26/2019 18:00,2.4,14380.0,United Kingdom
536738,10002,RED WOOLLY HOTTIE MUG,4,12/15/2019 17:00,3.02,14761.0,Germany
537963,10008,JUMBO BAG RED RETROSPOT,1,12/12/2019 06:00,1.23,17655.0,United Kingdom
538169,10008,JUMBO BAG RED RETROSPOT,4,12/28/2019 18:00,2.05,14599.0,United Kingdom
537779,10005,SET OF 3 CAKE TINS,2,12/02/2019 09:00,8.04,17855.0,United Kingdom
536558,10004,VINTAGE UNION JACK BUNTING,6,12/04/2019 21:00,1.22,13304.0,Spain
537902,10016,VINTAGE SNAKES AND LADDERS,1,12/04/2019 09:00,0.88,15297.0,United Kingdom
537662,10008,JUMBO BAG RED RETROSPOT,4,11/02/2019 12:00,2.31,15255.0,United Kingdom
537351,10011,RECIPE BOX PANTRY DESIGN,7,02/20/2020 09:00,0.79,14168.0,Belgium
536633,10000,WHITE HANGING HEART T-LIGHT HOLDER,10,11/29/2019 09:00,0.44,18067.0,United Kingdom
538233,10005,SET OF 3 CAKE TINS,2,11/20/2019 19:00,1.74,15213.0,United Kingdom
537194,10004,VINTAGE UNION JACK BUNTING,4,11/19/2019 03:00,10.47,,United Kingdom
536447,10006,PACK OF 72 RETRO SPOT CAKE CASES,5,02/27/2020 14:00,2.37,13648.0,United Kingdom
536758,10016,VINTAGE SNAKES AND LADDERS,19,12/28/2019 05:00,2.94,14419.0,United Kingdom
537117,10011,RECIPE BOX PANTRY DESIGN,1,12/10/2019 05:00,0.29,15187.0,United Kingdom
536481,10018,ALARM CLOCK BAKELIKE RED,2,12/19/2019 11:00,3.81,15696.0,United Kingdom
536972,10008,JUMBO BAG RED RETROSPOT,67,11/11/2019 14:00,2.7,13709.0,United Kingdom
537243,10015,TRAVEL SEWING KIT,3,12/08/2019 15:00,1.27,14206.0,Portugal
538143,10003,GLASS JAR CANDLE,1,11/30/2019 20:00,2.94,16042.0,Germany
536526,10016,VINTAGE SNAKES AND LADDERS,2,02/05/2020 10:00,2.92,14000.0,United Kingdom
537446,10012,ROUND SNACK BOXES SET OF 4,1,11/08/2019 00:00,0.85,16860.0,Switzerland
538082,10000,WHITE HANGING HEART T-LIGHT HOLDER,5,12/22/2019 01:00,3.43,15180.0,United Kingdom
537876,10013,SPACEBOY LUNCH BOX,9,02/03/2020 20:00,8.14,18105.0,United Kingdom
538099,10009,PARTY BUNTING,2,02/09/2020 01:00,1.96,,Netherlands
536684,10000,WHITE HANGING HEART T-LIGHT HOLDER,3,01/01/2020 12:00,1.03,17351.0,United Kingdom
537867,10016,VINTAGE SNAKES AND LADDERS,10,11/27/2019 17:00,2.06,15258.0,United Kingdom
538199,10010,LUNCH BAG WOODLAND,1,12/11/2019 10:00,5.78,,United Kingdom
536976,10012,ROUND SNACK BOXES SET OF 4,1,11/27/2019 16:00,0.72,16535.0,United Kingdom
537299,10011,RECIPE BOX PANTRY DESIGN,3,01/19/2020 11:00,4.39,13602.0,United Kingdom
537360,10001,WOODEN PICTURE FRAME,2,12/06/2019 03:00,1.25,13168.0,United Kingdom
537290,10006,PACK OF 72 RETRO SPOT CAKE CASES,3,01/15/2020 16:00,3.13,15504.0,United Kingdom
536908,10014,STRAWBERRY CERAMIC TRINKET BOX,1,01/18/2020 17:00,1.4,17014.0,Switzerland
538185,10006,PACK OF 72 RETRO SPOT CAKE CASES,5,02/21/2020 19:00,1.4,13876.0,United Kingdom
538158,10017,WOODEN FRAME ANTIQUE WHITE,3,12/15/2019 10:00,11.28,16047.0,EIRE
537078,10006,PACK OF 72 RETRO SPOT CAKE CASES,7,02/24/2020 09:00,0.6,12431.0,United Kingdom
537874,10009,PARTY BUNTING,5,12/19/2019 02:00,4.0,13442.0,United Kingdom
537110,10008,JUMBO BAG RED RETROSPOT,5,01/21/2020 17:00,13.89,16830.0,United Kingdom
537855,10000,WHITE HANGING HEART T-LIGHT HOLDER,1,01/19/2020 10:00,4.88,12422.0,Switzerland
537461,10016,VINTAGE SNAKES AND LADDERS,7,02/07/2020 04:00,0.65,14471.0,EIRE
537246,10002,RED WOOLLY HOTTIE MUG,3,12/27/2019 07:00,0.68,,United Kingdom
536605,10009,PARTY BUNTING,3,02/04/2020 02:00,1.16,12738.0,United Kingdom
537592,10018,ALARM CLOCK BAKELIKE RED,12,12/13/2019 15:00,2.88,18159.0,France
536967,10019,HAND WARMER OWL DESIGN,2,12/29/2019 23:00,3.08,15368.0,United Kingdom
536771,10004,VINTAGE UNION JACK BUNTING,16,12/30/2019 23:00,0.69,14357.0,United Kingdom
536727,10007,REGENCY CAKESTAND 3 TIER,17,01/24/2020 13:00,1.03,18151.0,Germany
538206,10011,RECIPE BOX PANTRY DESIGN,9,01/14/2020 05:00,1.09,,EIRE
536558,10013,SPACEBOY LUNCH BOX,2,11/10/2019 09:00,2.05,16377.0,United Kingdom
537862,10005,SET OF 3 CAKE TINS,1,02/06/2020 02:00,17.9,12882.0,United Kingdom
537989,10010,LUNCH BAG WOODLAND,12,01/30/2020 23:00,0.97,13289.0,United Kingdom
536423,10016,VINTAGE SNAKES AND LADDERS,5,11/13/2019 13:00,0.93,12614.0,Netherlands
537469,10015,TRAVEL SEWING KIT,2,02/24/2020 11:00,0.79,15401.0,United Kingdom
537447,10016,VINTAGE SNAKES AND LADDERS,13,01/19/2020 07:00,4.64,17314.0,United Kingdom
537037,10017,WOODEN FRAME ANTIQUE WHITE,2,11/11/2019 04:00,2.36,17703.0,United Kingdom
537615,10017,WOODEN FRAME ANTIQUE WHITE,3,12/29/2019 23:00,1.0,15758.0,United Kingdom
537131,10010,LUNCH BAG WOODLAND,7,02/09/2020 08:00,1.71,12668.0,Spain
537189,10019,HAND WARMER OWL DESIGN,1,12/04/2019 14:00,1.11,16066.0,EIRE
537174,10009,PARTY BUNTING,4,02/20/2020 23:00,3.31,,United Kingdom
537866,10014,STRAWBERRY CERAMIC TRINKET BOX,12,12/21/2019 05:00,36.03,15893.0,United Kingdom
537552,10018,ALARM CLOCK BAKELIKE RED,5,11/28/2019 03:00,4.27,,United Kingdom
537075,10000,WHITE HANGING HEART T-LIGHT HOLDER,14,12/13/2019 18:00,2.24,15656.0,United Kingdom
538102,10018,ALARM CLOCK BAKELIKE RED,13,01/02/2020 23:00,1.26,16528.0,France
537868,10016,VINTAGE SNAKES AND LADDERS,4,01/22/2020 14:00,0.64,,United Kingdom
538113,10019,HAND WARMER OWL DESIGN,1,02/20/2020 09:00,5.12,13238.0,United Kingdom
