ID_Unit,Tegangan_Output_Volt,Arus_Output_Ampere,Suhu_Komponen_Celcius,Waktu_Uji_Detik,Line_Perakitan,Status_Akhir
U01007,11.584,1.867,43.7,19.2,L1,Lolos
U01008,11.218,1.726,49.5,16.5,L2,Lolos
U01009,11.814,2.02,33.4,22.0,L2,Lolos
U01010,11.173,2.033,55.9,20.2,L3,Gagal
U01011,12.186,1.774,49.0,15.9,L2,Lolos
U01012,11.943,,43.9,16.8,L3,Lolos
U01013,11.836,2.011,36.5,27.8,L2,Lolos
U01014,10.968,2.302,41.0,14.2,L1,Lolos
U01015,12.185,2.291,42.3,15.8,L2,Lolos
U01016,12.074,2.015,35.5,16.0,L3,Lolos
U01017,12.285,2.125,47.2,14.5,L3,Lolos
U01018,12.01,1.648,45.0,14.8,L1,Lolos
U01019,12.401,2.174,41.1,17.7,L2,Lolos
U01020,10.465,2.528,61.7,19.4,L1,Gagal
U01021,11.986,2.239,41.9,13.2,L2,Lolos
U01022,12.084,1.923,53.9,16.5,L3,Lolos
U01023,12.231,1.926,43.4,15.6,L3,Lolos
U01024,12.146,,39.3,14.5,L2,Lolos
U01025,11.081,2.885,45.8,21.0,L3,Gagal
U01026,,2.071,45.5,15.7,L2,Lolos
U01027,11.301,1.976,47.7,13.9,L2,Gagal
U01028,12.315,2.161,45.9,20.6,L1,Lolos
U01029,11.414,1.884,42.6,21.8,L1,Lolos
U01030,11.78,2.271,42.5,18.7,L2,Lolos
U01031,11.324,2.833,56.4,15.2,L1,Gagal
U01032,11.765,,51.0,17.2,L1,Lolos
U01033,,2.26,41.7,16.0,L1,Lolos
U01034,12.486,2.234,46.1,17.9,L2,Lolos
U01035,11.956,2.284,47.7,20.1,L3,Lolos
U01036,11.708,2.204,37.7,17.9,L3,Lolos
U01037,12.419,1.827,48.1,18.0,L2,Lolos
U01038,11.055,,53.5,16.5,L3,Gagal
U01039,11.923,1.792,50.8,20.0,L1,Lolos
U01040,11.307,2.183,38.3,19.1,L2,Lolos
U01041,11.955,1.444,38.8,12.5,L1,Lolos
U01042,12.239,1.996,44.7,12.7,L1,Lolos
U01043,10.97,2.385,54.7,17.0,L2,Gagal
U01044,11.552,2.306,45.1,20.9,L1,Lolos
U01045,11.832,1.971,42.9,21.5,L2,Lolos
U01046,11.785,1.908,46.1,20.3,L3,Lolos
U01047,11.911,2.329,29.7,17.5,L3,Lolos
U01048,11.819,1.977,48.9,22.4,L2,Lolos
U01049,12.583,1.937,53.8,15.8,L3,Lolos
U01050,12.106,1.878,41.7,17.0,L3,Lolos
U01051,11.391,2.071,46.2,13.7,L1,Lolos
U01052,12.025,1.917,55.1,17.0,L2,Lolos
U01053,11.986,1.918,45.2,15.4,L3,Lolos
U01054,12.418,2.363,46.8,22.6,L2,Lolos
U01055,11.945,2.012,56.1,22.0,L2,Lolos
U01056,11.935,1.888,57.2,18.2,L2,Lolos
U01057,12.652,1.751,38.6,19.4,L2,Lolos
U01058,11.626,2.05,42.5,16.2,L2,Lolos
U01059,12.279,1.86,50.4,10.4,L2,Lolos
U01060,12.022,1.908,48.0,15.7,L3,Lolos
U01061,11.825,1.787,49.2,20.2,L3,Lolos
U01062,11.773,,29.3,19.3,L2,Lolos
U01063,11.53,2.075,42.5,16.8,L1,Gagal
U01064,,2.103,55.7,20.2,L2,Lolos
U01065,11.582,2.162,60.5,16.6,L1,Gagal
U01066,12.311,2.179,47.1,14.6,L1,Lolos
U01067,12.12,2.121,37.5,20.2,L1,Lolos
U01068,11.629,2.026,42.5,16.2,L1,Lolos
U01069,11.45,2.212,48.4,21.1,L3,Lolos
U01070,12.539,2.389,36.7,12.0,L2,Lolos
U01071,12.073,2.317,40.8,16.3,L3,Lolos
U01072,12.028,1.672,47.3,19.8,L3,Lolos
U01073,12.632,,48.5,19.5,L1,Lolos
U01074,11.627,1.879,41.9,17.3,L1,Lolos
U01075,10.308,2.706,56.1,18.9,L1,Gagal
U01076,9.987,2.086,57.5,18.4,L1,Gagal
U01077,11.814,1.86,34.2,13.5,L1,Lolos
U01078,12.041,1.816,54.8,16.9,L2,Lolos
U01079,12.487,,52.0,18.7,L3,Lolos
U01080,,2.197,51.1,19.5,L1,Gagal
U01081,11.103,1.697,44.2,17.8,L2,Lolos
U01082,12.98,1.871,49.7,16.3,L1,Lolos
U01083,10.753,1.857,53.0,14.0,L3,Gagal
U01084,12.43,1.402,43.4,20.3,L3,Lolos
U01085,12.191,2.121,54.6,19.9,L3,Lolos
U01086,12.002,2.079,32.4,21.0,L2,Lolos
U01087,11.917,2.043,41.0,14.8,L3,Lolos
U01088,11.611,2.397,47.7,18.4,L1,Lolos
U01089,11.549,1.581,44.7,15.9,L2,Lolos
U01090,11.942,1.48,49.2,18.1,L1,Lolos
U01091,10.069,2.031,48.1,26.7,L3,Gagal
U01092,12.577,1.47,43.5,20.7,L1,Lolos
U01093,11.431,2.356,59.1,15.7,L2,Gagal
U01094,12.732,2.146,36.0,17.2,L1,Lolos
U01095,11.848,,43.6,16.9,L3,Lolos
U01096,10.419,2.419,48.8,18.4,L2,Gagal
U01097,12.207,2.093,47.2,13.4,L2,Lolos
U01098,11.909,,47.4,19.0,L3,Lolos
U01099,12.341,1.869,45.6,11.6,L3,Lolos
U01100,12.503,2.109,43.3,13.0,L2,Lolos
U01101,,,45.4,24.0,L2,Lolos
U01102,11.436,1.634,56.3,16.9,L1,Gagal
U01103,12.286,2.098,44.8,22.3,L3,Lolos
U01104,11.808,2.059,53.7,15.6,L3,Lolos
U01105,12.399,2.392,37.8,11.7,L2,Lolos
U01106,11.462,2.585,55.0,14.8,L2,Gagal
U01107,11.784,2.077,39.3,26.1,L3,Lolos
U01108,,1.922,56.7,13.8,L1,Lolos
U01109,11.968,1.797,45.5,23.3,L1,Lolos
U01110,,1.93,37.4,19.0,L1,Lolos
U01111,12.041,2.239,43.6,18.4,L2,Lolos
U01112,11.998,2.116,36.2,15.8,L3,Lolos
U01113,11.944,2.234,41.2,15.3,L1,Lolos
U01114,11.876,2.027,48.7,19.7,L3,Lolos
U01115,11.593,1.775,53.2,22.0,L3,Lolos
U01116,12.278,2.29,51.5,18.6,L3,Lolos
U01117,11.644,2.268,44.4,20.2,L3,Lolos
U01118,12.024,2.046,48.4,16.7,L2,Lolos
U01119,11.857,2.139,49.9,24.5,L2,Lolos
U01120,12.268,2.125,58.5,18.7,L2,Lolos
U01121,11.88,1.883,41.4,24.1,L2,Lolos
U01122,11.648,1.935,54.1,15.1,L3,Lolos
U01123,12.346,1.773,38.4,17.9,L3,Lolos
U01124,11.711,1.934,52.1,21.2,L3,Lolos
U01125,12.054,2.258,41.3,18.4,L2,Lolos
U01126,12.446,2.21,40.9,19.6,L2,Lolos
U01127,11.744,2.14,43.3,15.1,L1,Lolos
U01128,11.964,2.24,40.3,16.8,L2,Lolos
U01129,11.849,1.909,47.6,15.4,L3,Lolos
U01130,12.046,1.707,52.4,17.7,L3,Lolos
U01131,11.047,2.359,44.2,17.4,L2,Gagal
U01132,,,49.8,16.4,L2,Gagal
U01133,11.783,2.169,38.5,19.9,L1,Lolos
U01134,12.446,2.128,50.4,14.8,L2,Lolos
U01135,12.562,2.253,53.5,11.6,L2,Lolos
U01136,10.792,1.843,51.9,16.3,L1,Gagal
U01137,11.723,1.8,40.8,24.5,L1,Lolos
U01138,11.986,,35.3,19.5,L2,Lolos
U01139,10.752,2.478,63.0,15.5,L3,Gagal
U01140,,2.524,52.9,19.3,L3,Lolos
U01141,11.964,1.756,33.1,17.6,L2,Lolos
U01142,12.484,,48.9,19.2,L1,Lolos
U01143,12.039,1.894,38.3,20.6,L2,Lolos
U01144,12.016,1.814,41.9,18.6,L1,Lolos
U01145,10.545,2.195,48.2,18.4,L1,Gagal
U01146,11.909,2.011,33.0,22.5,L2,Lolos
U01147,12.311,,44.7,19.6,L3,Lolos
U01148,11.744,2.03,56.4,18.6,L1,Lolos
U01149,12.336,1.785,39.4,18.1,L3,Lolos
U01150,12.504,1.951,50.3,16.3,L2,Lolos
U01151,11.793,1.74,51.3,14.3,L3,Lolos
U01152,12.423,,49.3,20.0,L2,Lolos
U01153,12.367,2.368,57.0,21.8,L2,Lolos
U01154,12.304,1.601,50.7,19.3,L2,Lolos
U01155,11.777,2.057,55.8,19.7,L2,Lolos
U01156,11.958,1.805,38.1,15.3,L1,Lolos
U01157,11.958,2.016,49.5,16.2,L2,Lolos
U01158,12.732,1.979,54.1,14.2,L3,Lolos
U01159,11.996,1.665,40.4,17.3,L1,Lolos
U01160,11.936,2.302,24.1,20.9,L1,Lolos
U01161,10.648,,45.8,15.9,L1,Gagal
U01162,11.66,1.882,40.7,17.8,L2,Lolos
U01163,11.761,2.029,48.4,20.1,L2,Lolos
U01164,12.126,1.782,41.6,21.6,L2,Lolos
U01165,11.502,1.954,45.0,13.1,L3,Lolos
U01166,11.767,,41.4,16.6,L3,Lolos
U01167,11.349,1.411,44.2,15.8,L1,Lolos
U01168,12.491,1.757,44.6,15.4,L1,Lolos
U01169,12.037,1.867,41.2,16.9,L3,Lolos
U01170,12.109,1.561,49.9,12.2,L1,Lolos
U01171,11.619,1.876,53.3,16.9,L2,Lolos
U01172,12.406,,38.1,18.1,L1,Lolos
U01173,12.526,1.985,46.3,14.9,L2,Lolos
U01174,12.023,2.154,36.4,16.6,L1,Lolos
U01175,10.714,2.575,45.7,18.1,L1,Gagal
U01176,10.742,2.395,60.7,18.4,L1,Gagal
U01177,11.241,2.065,60.2,13.1,L2,Gagal
U01178,12.305,2.167,43.0,20.1,L1,Lolos
U01179,12.232,2.35,56.0,20.2,L2,Lolos
U01180,12.337,1.72,41.1,15.8,L1,Lolos
U01181,10.6,1.999,51.8,23.0,L1,Gagal
U01182,12.319,1.645,55.0,19.4,L3,Lolos
U01183,,1.859,39.5,18.9,L3,Lolos
U01184,11.122,2.093,50.5,20.0,L3,Lolos
U01185,11.838,2.371,42.9,14.9,L3,Lolos
U01186,,2.223,40.7,16.9,L3,Lolos
U01187,12.084,2.096,41.9,19.9,L1,Lolos
U01188,12.293,2.011,32.0,15.6,L3,Lolos
U01189,12.067,2.098,52.6,16.9,L1,Lolos
U01190,12.703,2.113,46.4,19.8,L3,Lolos
U01191,11.816,2.326,44.1,18.9,L2,Lolos
U01192,11.304,1.995,40.8,18.1,L3,Lolos
U01193,12.097,2.065,46.9,18.2,L3,Lolos
U01194,11.809,1.898,50.3,17.5,L3,Lolos
U01195,11.62,2.028,43.4,20.6,L3,Lolos
U01196,11.896,1.936,50.8,24.3,L2,Lolos
U01197,10.933,2.005,51.0,18.9,L3,Gagal
U01198,11.76,2.218,44.4,21.8,L1,Lolos
U01199,12.533,2.372,50.5,16.7,L2,Lolos
U01200,12.044,1.991,42.0,16.0,L3,Lolos
U01201,11.907,2.083,37.5,15.6,L3,Lolos
U01202,12.559,2.215,44.7,15.2,L3,Lolos
U01203,11.897,1.964,45.2,17.1,L2,Lolos
U01204,11.569,2.047,43.7,20.7,L2,Lolos
U01205,11.536,1.946,52.1,21.0,L1,Lolos
U01206,11.972,1.863,48.0,16.5,L1,Lolos
U01207,10.67,2.507,54.3,17.0,L3,Gagal
U01208,11.59,2.128,45.0,18.0,L1,Lolos
U01209,11.867,,45.5,18.7,L2,Lolos
U01210,12.396,1.999,48.2,19.8,L1,Lolos
U01211,12.452,1.7,45.3,16.8,L3,Lolos
U01212,11.868,2.586,54.7,17.4,L1,Gagal
U01213,11.999,1.816,37.0,22.1,L2,Lolos
U01214,11.159,2.29,51.7,17.2,L3,Gagal
U01215,12.136,1.867,46.7,16.3,L3,Lolos
U01216,12.624,1.564,46.1,17.7,L1,Lolos
U01217,,1.946,36.1,18.2,L2,Lolos
U01218,11.838,2.155,41.6,13.4,L2,Lolos
U01219,11.945,1.892,39.4,16.7,L1,Lolos
U01220,11.907,2.335,53.2,19.3,L3,Lolos
U01221,10.857,2.799,55.1,24.0,L3,Gagal
U01222,11.733,2.222,47.6,16.4,L3,Lolos
U01223,12.142,1.516,44.6,20.3,L2,Lolos
U01224,12.199,2.358,41.2,18.5,L2,Lolos
U01225,12.12,1.941,42.3,21.5,L1,Lolos
U01226,9.851,2.413,52.1,16.1,L1,Gagal
U01227,11.948,1.849,43.4,21.3,L2,Lolos
U01228,11.816,1.965,48.0,22.2,L1,Lolos
U01229,11.974,2.022,45.9,22.3,L3,Lolos
U01230,11.767,,46.8,22.3,L1,Lolos
U01231,10.928,1.73,56.7,18.6,L3,Gagal
U01232,,1.401,41.8,19.8,L2,Lolos
U01233,,2.738,43.1,16.7,L3,Lolos
U01234,11.535,1.583,50.5,11.3,L1,Lolos
U01235,12.422,1.586,56.0,18.8,L3,Lolos
U01236,11.937,2.143,50.5,17.5,L2,Lolos
U01237,11.864,1.644,28.3,20.9,L3,Lolos
U01238,12.395,1.598,40.5,20.6,L1,Lolos
U01239,11.947,1.281,45.7,14.8,L1,Lolos
U01240,11.582,2.073,38.4,25.0,L3,Lolos
U01241,11.605,1.732,38.1,19.2,L2,Lolos
U01242,12.22,2.161,42.5,14.1,L2,Lolos
U01243,12.71,1.981,47.1,14.6,L2,Lolos
U01244,12.294,2.021,48.7,11.5,L2,Lolos
U01245,11.866,1.887,42.8,20.3,L3,Lolos
U01246,11.921,1.931,42.3,16.4,L2,Lolos
U01247,10.916,1.766,50.2,15.5,L1,Gagal
U01248,9.75,2.109,56.5,16.1,L1,Gagal
U01249,12.008,1.726,47.6,17.1,L3,Lolos
U01250,12.204,2.378,50.4,19.7,L2,Lolos
U01251,12.621,,45.8,13.1,L3,Lolos
U01252,12.382,1.434,37.1,14.8,L1,Lolos
U01253,12.675,2.065,42.9,19.4,L1,Lolos
U01254,12.588,1.799,50.1,16.2,L1,Lolos
U01255,12.488,1.989,34.6,19.7,L2,Lolos
U01256,10.863,2.232,53.7,16.5,L2,Gagal
U01257,11.234,2.745,50.0,22.7,L1,Gagal
U01258,11.415,1.904,57.0,18.6,L3,Lolos
U01259,12.046,2.204,41.4,21.7,L2,Lolos
U01260,12.198,2.178,44.3,19.6,L2,Lolos
U01261,11.901,1.658,55.1,19.7,L2,Lolos
U01262,11.46,2.047,41.5,15.7,L2,Lolos
U01263,12.554,1.81,51.4,21.5,L3,Lolos
U01264,12.142,1.698,47.4,18.6,L1,Lolos
U01265,12.602,1.699,43.7,15.1,L2,Lolos
U01266,11.134,2.682,56.9,11.7,L2,Gagal
U01267,,2.661,44.1,18.4,L3,Lolos
U01268,12.407,,58.5,22.5,L2,Lolos
U01269,10.974,2.398,41.3,15.3,L2,Gagal
U01270,11.822,2.078,43.3,15.2,L3,Lolos
U01271,11.85,1.868,43.5,17.1,L3,Lolos
U01272,11.662,2.352,44.2,21.3,L3,Lolos
U01273,12.618,2.549,51.5,12.5,L3,Lolos
U01274,12.015,1.851,42.3,16.0,L1,Lolos
U01275,12.161,2.434,48.0,15.0,L2,Lolos
U01276,11.534,1.863,46.4,19.7,L3,Lolos
U01277,12.287,1.757,50.0,17.6,L1,Lolos
U01278,11.857,1.965,44.2,17.0,L2,Lolos
U01279,12.441,2.217,46.9,17.5,L3,Lolos
U01280,11.76,1.974,44.3,20.4,L1,Lolos
U01281,12.466,2.184,39.1,21.4,L3,Lolos
U01282,12.329,2.057,54.6,21.1,L1,Lolos
U01283,10.694,2.598,45.8,19.7,L3,Gagal
U01284,12.496,2.133,42.1,22.2,L2,Lolos
U01285,12.402,2.383,39.9,15.2,L1,Lolos
U01286,10.967,2.135,58.0,19.2,L1,Gagal
U01287,11.652,1.949,42.1,25.0,L3,Lolos
U01288,12.28,2.0,54.1,12.5,L3,Lolos
U01289,12.023,1.787,48.2,16.4,L1,Lolos
U01290,12.017,1.748,43.3,14.9,L2,Lolos
U01291,12.026,2.096,39.5,18.9,L2,Lolos
U01292,11.989,2.166,44.3,22.3,L1,Lolos
U01293,11.697,2.028,48.1,19.6,L3,Lolos
U01294,11.47,2.265,44.7,17.3,L1,Lolos
U01295,11.397,1.724,44.2,19.6,L2,Lolos
U01296,12.105,1.902,38.9,17.1,L1,Lolos
U01297,11.152,1.705,58.5,18.6,L1,Lolos
U01298,12.254,2.035,43.8,19.9,L3,Lolos
U01299,11.96,2.398,44.3,23.3,L2,Gagal
U01300,11.894,2.335,38.5,19.3,L3,Lolos
U01301,12.359,1.706,42.9,18.7,L1,Lolos
U01302,11.909,2.093,56.7,24.1,L1,Lolos
U01303,11.233,,53.7,12.1,L2,Gagal
U01304,11.315,1.75,42.8,17.7,L1,Lolos
U01305,11.215,1.691,50.1,15.8,L1,Lolos
U01306,11.918,1.631,50.5,17.3,L2,Lolos
U01307,12.148,2.156,49.0,19.8,L2,Lolos
U01308,12.333,1.819,46.2,20.9,L1,Lolos
U01309,11.938,2.12,38.4,16.4,L2,Lolos
U01310,12.086,1.946,40.5,20.0,L2,Lolos
U01311,12.275,2.45,35.5,15.3,L3,Lolos
U01312,11.955,2.197,43.7,14.2,L1,Lolos
U01313,12.206,1.799,42.5,18.2,L2,Lolos
U01314,11.605,1.924,41.8,17.3,L3,Lolos
U01315,,2.197,46.7,22.5,L2,Lolos
U01316,10.958,2.227,51.5,24.4,L1,Gagal
U01317,12.271,2.296,43.0,16.2,L3,Lolos
U01318,11.751,1.937,42.1,12.6,L1,Lolos
U01319,12.228,2.202,44.8,13.9,L3,Lolos
U01320,11.641,1.951,47.2,15.5,L3,Lolos
U01321,11.796,1.869,36.9,18.6,L3,Lolos
U01322,12.085,1.828,47.7,17.2,L3,Lolos
U01323,11.766,2.433,46.6,14.2,L2,Lolos
U01324,11.826,1.926,47.5,23.4,L3,Lolos
U01325,11.087,2.77,45.8,20.0,L1,Lolos
U01326,12.294,2.038,47.2,23.3,L1,Lolos
U01327,11.958,1.787,42.5,12.6,L2,Lolos
U01328,11.669,1.604,47.7,21.8,L3,Lolos
U01329,12.641,2.308,51.9,17.6,L3,Lolos
U01330,11.724,1.952,42.0,16.8,L3,Lolos
U01331,,2.206,42.2,18.1,L3,Lolos
U01332,11.101,2.994,58.8,15.9,L2,Gagal
U01333,11.837,2.735,46.7,17.6,L1,Gagal
U01334,12.502,2.084,40.7,20.8,L1,Lolos
U01335,12.467,2.307,47.5,12.1,L1,Lolos
U01336,12.464,2.201,42.4,22.5,L3,Lolos
U01337,11.791,1.684,52.3,19.2,L3,Lolos
U01338,11.539,2.498,50.1,17.7,L3,Gagal
U01339,11.932,1.989,40.1,20.8,L3,Lolos
U01340,11.46,2.385,45.0,19.1,L2,Lolos
U01341,11.851,2.127,47.6,16.6,L3,Lolos
U01342,11.632,2.406,62.3,15.7,L1,Gagal
U01343,11.774,1.944,48.2,22.5,L1,Lolos
U01344,10.972,1.83,54.9,13.6,L2,Gagal
U01345,12.188,2.141,51.8,17.4,L3,Lolos
U01346,12.144,2.244,35.1,13.8,L2,Lolos
U01347,12.229,,40.3,19.5,L2,Lolos
U01348,11.937,1.949,45.2,17.7,L2,Lolos
U01349,11.745,1.446,40.8,14.3,L2,Lolos
U01350,11.485,1.961,43.1,15.4,L1,Lolos
U01351,11.969,1.687,39.1,18.1,L1,Lolos
U01352,11.812,,43.8,18.9,L2,Lolos
U01353,11.959,2.084,47.8,12.2,L1,Lolos
U01354,,2.004,41.8,15.9,L1,Lolos
U01355,11.469,2.331,39.7,18.5,L2,Lolos
U01356,11.685,2.47,53.7,21.6,L2,Gagal
U01357,11.428,2.048,51.6,20.5,L1,Lolos
U01358,11.933,2.08,51.6,16.6,L3,Lolos
U01359,11.709,1.854,42.1,21.0,L2,Lolos
U01360,11.687,2.248,48.0,17.1,L1,Lolos
U01361,12.03,1.771,44.9,8.6,L1,Lolos
U01362,10.616,2.585,62.5,22.3,L1,Gagal
U01363,12.191,2.305,46.1,19.4,L2,Lolos
U01364,11.614,1.743,43.8,18.6,L1,Lolos
U01365,11.69,1.664,54.6,18.0,L3,Lolos
U01366,11.37,2.132,45.5,18.9,L2,Gagal
U01367,,2.454,46.9,18.0,L3,Lolos
U01368,12.128,1.848,53.2,17.1,L1,Lolos
U01369,11.826,1.7,49.0,16.0,L1,Lolos
U01370,11.348,2.463,48.9,18.2,L2,Gagal
U01371,11.129,1.319,40.1,15.4,L3,Lolos
U01372,12.403,1.761,36.5,14.6,L3,Lolos
U01373,11.841,2.354,53.9,18.8,L1,Lolos
U01374,11.563,1.761,38.2,20.9,L1,Lolos
U01375,11.628,1.935,49.3,15.6,L2,Lolos
U01376,11.908,2.074,36.4,16.1,L2,Lolos
U01377,11.206,2.552,68.1,12.9,L1,Gagal
U01378,12.049,1.867,36.9,14.1,L3,Lolos
U01379,11.583,2.137,45.3,14.2,L3,Lolos
U01380,12.305,2.362,52.3,20.9,L2,Lolos
U01381,,1.735,40.8,12.8,L1,Lolos
U01382,11.799,1.879,48.4,19.4,L2,Lolos
U01383,11.921,,43.3,17.2,L3,Lolos
U01384,10.995,2.456,56.1,19.8,L3,Gagal
U01385,11.988,2.008,51.5,21.5,L3,Lolos
U01386,11.81,,42.4,17.9,L3,Lolos
U01387,11.887,1.613,54.0,21.4,L2,Lolos
U01388,12.427,1.717,47.1,22.6,L2,Lolos
U01389,12.369,,56.7,22.0,L3,Lolos
U01390,12.128,1.872,40.0,16.0,L1,Lolos
U01391,12.052,1.914,41.1,12.1,L2,Lolos
U01392,12.81,1.985,43.6,17.6,L3,Lolos
U01393,12.162,2.585,37.7,18.5,L3,Lolos
U01394,12.063,1.876,50.6,12.1,L1,Lolos
U01395,,2.855,49.2,18.2,L3,Gagal
U01396,12.125,2.328,38.1,10.3,L1,Lolos
U01397,10.934,2.201,40.1,22.6,L1,Lolos
U01398,12.36,1.788,39.8,19.4,L3,Lolos
U01399,11.555,2.034,50.5,15.5,L1,Lolos
U01400,11.749,1.902,47.7,18.4,L1,Lolos
U01401,11.51,2.504,44.2,18.8,L3,Lolos
U01402,11.742,2.103,42.8,19.4,L3,Lolos
U01403,11.881,1.947,43.6,18.2,L1,Lolos
U01404,12.311,2.446,55.7,20.8,L2,Lolos
U01405,12.451,1.912,43.6,14.2,L3,Lolos
U01406,12.679,2.138,50.1,17.6,L2,Lolos
U01407,12.036,2.176,43.0,23.4,L1,Lolos
U01408,11.207,2.735,67.0,16.9,L1,Gagal
U01409,12.273,1.973,37.7,18.7,L2,Lolos
U01410,11.701,2.209,49.8,15.0,L1,Lolos
U01411,11.662,1.843,40.4,24.5,L2,Lolos
U01412,11.871,2.278,58.3,18.9,L1,Lolos
U01413,11.005,2.12,50.1,14.2,L2,Gagal
U01414,11.277,2.334,34.8,21.3,L1,Lolos
U01415,11.317,2.573,51.0,14.8,L3,Gagal
U01416,12.084,2.137,49.1,20.1,L1,Lolos
U01417,12.279,1.977,48.9,21.1,L1,Lolos
U01418,11.45,2.276,48.5,24.1,L1,Lolos
U01419,11.767,2.143,45.9,18.7,L2,Lolos
U01420,11.749,1.196,43.1,18.1,L3,Lolos
U01421,11.929,1.796,51.5,11.9,L1,Lolos
U01422,11.75,2.184,51.4,16.6,L3,Gagal
U01423,12.304,2.07,45.3,15.9,L1,Lolos
U01424,12.035,2.177,41.3,17.5,L1,Lolos
U01425,11.741,2.387,40.8,16.4,L1,Lolos
U01426,11.748,2.352,58.2,20.4,L3,Gagal
U01427,11.907,1.479,40.6,16.3,L2,Lolos
U01428,11.683,2.049,48.3,19.4,L2,Lolos
U01429,11.34,2.304,36.1,17.7,L2,Lolos
U01430,12.032,2.028,47.6,16.1,L1,Lolos
U01431,12.242,2.051,41.2,15.9,L1,Lolos
U01432,11.601,1.876,45.2,18.7,L3,Lolos
U01433,12.219,2.237,44.0,22.1,L3,Lolos
U01434,12.029,1.912,42.0,15.8,L1,Lolos
U01435,11.379,2.148,52.3,18.1,L2,Lolos
U01436,12.219,2.107,42.8,19.5,L3,Lolos
U01437,11.907,2.014,49.2,17.9,L3,Lolos
U01438,11.606,2.121,49.3,12.7,L1,Lolos
U01439,,2.459,51.6,19.4,L1,Gagal
U01440,12.328,2.319,37.5,13.5,L2,Lolos
U01441,11.598,2.169,39.7,13.5,L3,Lolos
U01442,12.103,2.26,52.7,14.1,L1,Lolos
U01443,12.071,1.809,48.0,17.5,L1,Lolos
U01444,10.356,1.891,53.3,15.1,L3,Gagal
U01445,11.82,2.016,41.6,13.7,L2,Lolos
U01446,11.948,2.187,55.4,19.1,L1,Lolos
U01447,10.995,2.366,49.2,17.9,L3,Gagal
U01448,12.143,1.812,45.8,20.3,L3,Lolos
U01449,11.325,,48.0,15.8,L3,Lolos
U01450,11.25,1.843,37.2,17.8,L3,Lolos
U01451,11.35,2.168,40.4,20.4,L2,Lolos
U01452,11.525,2.072,42.3,14.1,L1,Lolos
U01453,11.736,1.944,50.2,16.0,L3,Lolos
U01454,11.842,1.866,42.4,21.0,L2,Lolos
U01455,11.977,2.033,36.4,18.1,L2,Lolos
U01456,11.988,,35.8,17.5,L1,Lolos
U01457,11.983,1.738,40.4,17.9,L1,Lolos
U01458,12.4,2.151,36.1,21.7,L1,Lolos
U01459,11.413,2.289,49.6,17.9,L2,Lolos
U01460,12.117,,49.8,18.1,L1,Lolos
U01461,,2.587,55.7,17.9,L3,Gagal
U01462,11.558,1.888,43.4,13.2,L2,Lolos
U01463,12.187,2.032,49.4,19.5,L1,Lolos
U01464,12.13,1.967,49.2,15.5,L2,Lolos
U01465,11.985,2.031,39.1,14.2,L3,Lolos
U01466,11.154,2.234,39.9,12.8,L1,Lolos
U01467,12.337,1.973,49.2,13.4,L3,Lolos
U01468,12.079,1.541,46.6,11.2,L3,Lolos
U01469,12.141,2.2,48.6,14.9,L2,Lolos
U01470,10.813,2.099,39.6,16.7,L1,Lolos
U01471,11.814,2.037,40.5,21.2,L2,Lolos
U01472,11.498,1.706,47.8,18.2,L3,Lolos
U01473,12.453,1.792,40.9,18.8,L1,Lolos
U01474,11.613,1.821,35.9,21.8,L3,Lolos
U01475,12.518,1.854,41.0,9.4,L1,Lolos
U01476,12.333,1.877,43.8,19.2,L2,Lolos
U01477,,1.705,55.2,18.9,L2,Lolos
U01478,12.397,2.538,40.0,20.5,L1,Lolos
U01479,11.669,,44.6,12.6,L2,Lolos
U01480,11.732,,57.3,16.3,L2,Lolos
U01481,12.323,1.992,38.4,15.2,L1,Lolos
U01482,11.671,2.457,49.0,14.1,L1,Lolos
U01483,,2.406,40.7,24.9,L2,Lolos
U01484,11.888,1.815,47.4,16.3,L1,Lolos
U01485,11.691,2.062,59.0,20.8,L2,Lolos
U01486,12.653,1.954,49.7,20.1,L1,Lolos
U01487,12.271,1.933,45.9,13.7,L1,Lolos
U01488,11.798,1.959,39.3,16.4,L2,Lolos
U01489,11.65,1.979,43.9,18.2,L3,Lolos
U01490,10.928,2.436,50.3,19.2,L2,Gagal
U01491,12.416,2.054,36.3,19.0,L2,Lolos
U01492,12.102,2.36,32.2,23.3,L3,Lolos
U01493,11.667,1.798,40.0,20.7,L2,Lolos
U01494,11.497,2.242,44.8,20.0,L3,Lolos
U01495,11.868,1.731,51.7,20.9,L2,Lolos
U01496,12.111,2.059,40.6,22.1,L1,Lolos
U01497,11.835,2.261,46.1,16.1,L2,Lolos
U01498,12.353,2.142,34.8,13.3,L2,Lolos
U01499,12.185,1.921,40.2,16.2,L2,Lolos
U01500,,2.071,30.3,13.9,L1,Lolos
U01501,12.178,2.413,58.4,15.1,L3,Lolos
U01502,11.514,1.852,46.2,18.3,L1,Lolos
U01503,11.826,,46.0,16.3,L3,Lolos
U01504,11.636,2.241,48.2,19.9,L2,Lolos
U01505,12.135,1.903,60.2,18.9,L3,Lolos
U01506,11.641,2.434,42.4,19.1,L1,Lolos
U01507,12.029,2.518,39.1,14.2,L1,Lolos
U01508,11.942,2.274,57.0,15.4,L1,Lolos
U01509,12.21,2.274,37.6,12.3,L3,Lolos
