Tanggal,Shift,Mesin,Jumlah_Produksi,Jumlah_Cacat,Downtime (menit),Suhu_Mesin,Kelembaban
2026-01-19,Malam,A,420,5,16.6,71.7,52.6
2026-01-19,Malam,B,339,5,40.7,84.7,62.6
2026-01-19,Malam,C,402,6,1.2,78.4,59.9
2026-01-19,Malam,D,405,7,6.4,81.0,46.6
2026-01-20,Pagi,A,305,9,18.2,87.1,52.5
2026-01-20,Pagi,B,440,8,11.1,68.2,46.1
2026-01-20,Pagi,C,320,10,12.2,88.7,44.9
2026-01-20,Pagi,D,348,11,4.1,65.4,46.8
2026-01-20,Siang,A,426,11,9.7,83.9,66.0
2026-01-20,Siang,B,448,7,30.9,64.5,48.9
2026-01-20,Siang,C,265,2,1.2,83.8,40.9
2026-01-20,Siang,D,356,12,0.8,78.6,63.8
2026-01-20,Malam,A,353,10,12.8,83.3,53.6
2026-01-20,Malam,B,248,16,3.7,90.1,74.1
2026-01-20,Malam,C,189,3,9.9,84.4,44.5
2026-01-20,Malam,D,398,13,7.3,79.6,42.0
2026-01-21,Pagi,A,384,10,15.9,85.2,48.6
2026-01-21,Pagi,B,395,6,9.1,81.3,36.1
2026-01-21,Pagi,C,361,8,18.2,76.1,50.2
2026-01-21,Pagi,D,471,9,18.5,68.9,47.3
2026-01-21,Siang,A,432,11,0.0,69.3,36.6
2026-01-21,Siang,B,362,6,,65.0,38.1
2026-01-21,Siang,C,387,7,7.5,72.4,39.6
2026-01-21,Siang,D,396,7,19.5,86.0,31.8
2026-01-21,Malam,A,324,22,17.9,96.3,57.0
2026-01-21,Malam,B,313,8,22.3,75.2,53.0
2026-01-21,Malam,C,343,2,48.0,65.9,52.7
2026-01-21,Malam,D,320,3,24.6,80.8,59.3
2026-01-22,Pagi,A,348,7,17.6,85.1,38.1
2026-01-22,Pagi,B,302,2,0.2,,52.7
2026-01-22,Pagi,C,435,9,29.1,80.3,58.1
2026-01-22,Pagi,D,378,6,12.3,80.5,44.7
2026-01-22,Siang,A,390,6,38.0,75.4,60.6
2026-01-22,Siang,B,402,6,12.5,68.9,54.1
2026-01-22,Siang,C,417,9,24.0,64.8,50.8
2026-01-22,Siang,D,434,6,17.4,71.9,35.8
2026-01-22,Malam,A,334,6,18.3,67.3,43.0
2026-01-22,Malam,B,290,6,46.9,,51.4
2026-01-22,Malam,C,400,7,44.4,85.4,54.9
2026-01-22,Malam,D,366,9,3.4,66.8,45.8
2026-01-23,Pagi,A,415,10,30.4,72.3,29.8
2026-01-23,Pagi,B,381,5,8.9,68.3,56.0
2026-01-23,Pagi,C,264,4,1.8,84.9,42.3
2026-01-23,Pagi,D,386,9,13.4,73.3,53.2
2026-01-23,Siang,A,288,5,0.0,83.4,60.7
2026-01-23,Siang,B,375,8,7.5,67.5,55.1
2026-01-23,Siang,C,371,8,15.1,68.5,43.1
2026-01-23,Siang,D,287,2,18.6,79.6,55.8
2026-01-23,Malam,A,237,6,1.2,80.6,41.9
2026-01-23,Malam,B,343,5,0.4,83.1,36.2
2026-01-23,Malam,C,279,4,23.0,74.6,57.7
2026-01-23,Malam,D,382,9,2.3,81.9,50.2
2026-01-24,Pagi,A,492,11,3.9,70.3,53.7
2026-01-24,Pagi,B,249,1,27.0,73.0,37.8
2026-01-24,Pagi,C,396,2,7.1,67.9,39.0
2026-01-24,Pagi,D,397,11,15.0,81.0,54.1
2026-01-24,Siang,A,331,10,15.6,73.4,60.9
2026-01-24,Siang,B,417,10,15.9,80.6,52.4
2026-01-24,Siang,C,376,7,2.6,83.7,39.0
2026-01-24,Siang,D,359,9,,61.5,44.9
2026-01-24,Malam,A,345,11,1.3,81.7,50.1
2026-01-24,Malam,B,354,7,8.5,66.9,43.8
2026-01-24,Malam,C,333,8,16.6,69.1,35.1
2026-01-24,Malam,D,308,2,20.2,68.0,41.5
2026-01-25,Pagi,A,351,8,16.4,58.5,
2026-01-25,Pagi,B,329,8,22.9,79.0,48.8
2026-01-25,Pagi,C,320,6,18.0,66.1,54.4
2026-01-25,Pagi,D,346,5,18.3,67.5,50.2
2026-01-25,Siang,A,316,6,18.7,70.9,52.4
2026-01-25,Siang,B,368,3,29.1,68.6,40.4
2026-01-25,Siang,C,248,3,5.0,75.6,48.6
2026-01-25,Siang,D,307,3,13.9,84.1,53.5
2026-01-25,Malam,A,383,7,41.1,84.9,
2026-01-25,Malam,B,396,11,26.1,70.2,59.3
2026-01-25,Malam,C,418,10,1.9,84.6,34.0
2026-01-25,Malam,D,304,7,23.4,80.4,42.6
2026-01-26,Pagi,A,440,13,87.0,77.7,39.6
2026-01-26,Pagi,B,432,6,10.2,77.7,56.5
2026-01-26,Pagi,C,291,11,15.1,80.8,49.6
2026-01-26,Pagi,D,403,12,10.1,80.4,41.8
2026-01-26,Siang,A,314,4,26.3,73.8,50.3
2026-01-26,Siang,B,366,7,3.6,76.1,42.2
2026-01-26,Siang,C,315,8,30.9,76.3,48.1
2026-01-26,Siang,D,397,9,18.1,77.6,49.1
2026-01-26,Malam,A,213,4,30.6,64.6,46.2
2026-01-26,Malam,B,426,12,3.5,67.4,27.2
2026-01-26,Malam,C,343,3,6.3,72.2,57.8
2026-01-26,Malam,D,450,11,1.5,,31.0
2026-01-27,Pagi,A,351,3,13.3,79.4,49.8
2026-01-27,Pagi,B,342,10,0.7,65.9,58.9
2026-01-27,Pagi,C,302,8,20.7,68.5,
2026-01-27,Pagi,D,285,8,10.4,80.0,42.6
2026-01-27,Siang,A,355,5,93.3,70.9,45.4
2026-01-27,Siang,B,302,7,13.2,78.6,41.3
2026-01-27,Siang,C,369,18,12.0,92.1,
2026-01-27,Siang,D,392,5,19.4,68.7,57.6
2026-01-27,Malam,A,372,8,7.1,81.5,36.1
2026-01-27,Malam,B,359,9,4.0,84.7,36.7
2026-01-27,Malam,C,431,8,46.5,80.7,48.6
2026-01-27,Malam,D,362,10,5.4,83.6,51.8
2026-01-28,Pagi,A,336,4,11.3,76.3,40.5
2026-01-28,Pagi,B,373,9,6.1,88.0,53.8
2026-01-28,Pagi,C,353,8,23.9,64.9,51.8
2026-01-28,Pagi,D,436,10,0.3,68.5,
2026-01-28,Siang,A,284,7,8.2,59.7,43.8
2026-01-28,Siang,B,415,11,7.2,80.3,36.5
2026-01-28,Siang,C,311,10,0.8,74.9,41.2
2026-01-28,Siang,D,364,5,7.2,70.0,46.6
2026-01-28,Malam,A,306,9,13.0,82.1,46.8
2026-01-28,Malam,B,450,16,13.9,85.9,48.3
2026-01-28,Malam,C,247,8,11.7,90.3,41.6
2026-01-28,Malam,D,393,16,5.0,87.8,36.3
2026-01-29,Pagi,A,493,10,2.4,84.7,49.9
2026-01-29,Pagi,B,226,6,17.3,,47.9
2026-01-29,Pagi,C,270,6,12.9,63.4,45.3
2026-01-29,Pagi,D,363,3,2.7,80.0,71.4
2026-01-29,Siang,A,479,10,35.5,84.2,60.4
2026-01-29,Siang,B,281,5,17.8,69.0,42.6
2026-01-29,Siang,C,347,6,22.6,77.5,45.7
2026-01-29,Siang,D,238,4,1.0,79.2,41.0
2026-01-29,Malam,A,291,8,11.3,78.1,65.7
2026-01-29,Malam,B,437,6,17.5,68.0,56.6
2026-01-29,Malam,C,415,8,5.1,,54.3
2026-01-29,Malam,D,330,4,32.9,79.7,66.5
