Employee_ID,Age,Department,Job_Level,Years_at_Company,Monthly_Hours_Worked,Remote_Work,Meetings_per_Week,Tasks_Completed_Per_Day,Overtime_Hours_Per_Week,Work_Life_Balance,Job_Satisfaction,Productivity_Score,Annual_Salary,Absences_Per_Year,Office_Branch
5054,29,IT,Mid,28 tahun,171.0,Hybrid,14,12,2,Average,6,71.2655692929079,58801.902853003485,15,Branch_23
5055,52,Operations,Senior,20 tahun,170.0,Hybrid,7,10,14,Good,8,65.58441905499127,32412.302362059607,17,Branch_11
5056,22,Sales,Senior,21 tahun,200.0,Hybrid,10,10,0,Average,6,89.12553318999653,84099.22786497127,5,Branch_33
5057,41,Marketing,Senior,26 tahun,141.0,Yes,7,9,13,Poor,9,53.260200351776994,36359.16754472842,8,Branch_17
5058,49,Sales,Mid,18 tahun,218.0,Hybrid,13,18,9,Average,4,80.24586574233969,56626.61893652953,7,Branch_35
5059,52,HR,Mid,4 tahun,194.0,Hybrid,4,18,6,Average,3,96.13553463627498,55375.77178359502,4,Branch_5
5060,45,Operations,Mid,21 tahun,209.0,Hybrid,1,16,10,Average,1,78.19786669521388,52507.61213848504,8,Branch_32
5061,28,HR,Senior,4 tahun,160.0,No,14,9,4,Average,2,57.38531843045766,90121.40059045178,1,Branch_3
5062,23,HR,Mid,19 tahun,133.0,Hybrid,9,6,6,Average,1,65.08848555702096,86064.21677700416,15,Branch_35
5063,30,IT,Senior,29 tahun,129.0,Hybrid,10,19,2,Good,8,73.55514402866233,52198.39172060987,16,Branch_14
5064,40,Operations,Mid,5 tahun,209.0,No,13,16,10,Average,5,84.34046932738015,46899.17085429917,15,Branch_31
5065,46,Finance,Mid,2 tahun,208.0,No,6,5,1,Average,2,100.0,68994.00653741795,16,Branch_31
5066,44,Marketing,Mid,10 tahun,141.0,Yes,1,7,0,Poor,6,69.77636692521672,20000.0,15,Branch_17
5067,31,IT,Entry,26 tahun,198.0,Yes,4,4,13,Good,5,95.3608940349043,64380.207094129415,9,Branch_24
5068,44,HR,Mid,17 tahun,167.0,No,2,5,5,Average,5,75.21062105114105,55921.43016164292,17,Branch_23
5069,54,Sales,Senior,11 tahun,189.0,No,11,9,10,Average,1,81.1140299874421,109643.47274961672,18,Branch_18
5070,40,HR,Mid,23 tahun,138.0,Yes,2,14,0,Average,7,87.38177873295228,38338.31335361888,15,Branch_14
5071,55,Sales,Mid,11 tahun,211.0,Yes,0,11,14,Good,4,91.92564636216076,52874.893465027446,17,Branch_15
5072,58,Marketing,Mid,11 tahun,210.0,Yes,0,19,5,Average,2,93.09065504436234,52822.69672386988,2,Branch_15
5073,24,HR,Senior,19 tahun,161.0,No,12,3,14,Average,4,97.12206118534982,66391.9559349535,3,Branch_6
5074,28,Operations,Mid,22 tahun,154.0,No,3,5,2,Poor,1,79.76969754730979,20000.0,1,Branch_27
5075,22,Operations,Manager,11 tahun,167.0,No,8,8,2,Excellent,1,64.74675534487064,99280.62595183,6,Branch_15
5076,57,Marketing,Manager,8 tahun,200.0,Hybrid,4,12,5,Good,3,71.2141029505552,50000.75423219951,12,Branch_8
5077,22,HR,Entry,3 tahun,144.0,No,11,10,8,Average,9,86.86275076896595,53324.240378956834,5,Branch_15
5078,51,HR,Senior,9 tahun,123.0,Yes,8,3,9,Poor,3,98.34022609660852,41539.53654676351,8,Branch_3
5079,53,Sales,Mid,21 tahun,128.0,Hybrid,11,3,12,Average,3,87.48358117301738,47947.01034682235,16,Branch_13
5080,40,Finance,Mid,8 tahun,155.0,Hybrid,9,12,14,Good,2,70.91628623426858,20000.0,16,Branch_34
5081,31,Operations,Mid,26 tahun,140.0,Yes,5,3,4,Poor,5,87.54764048200484,36496.49352172502,1,Branch_24
5082,54,Sales,Entry,18 tahun,219.0,Hybrid,5,4,8,Average,9,89.70661986531275,21898.31189133224,2,Branch_32
5083,25,IT,Mid,18 tahun,187.0,Hybrid,2,19,4,Poor,2,77.02620147861109,83195.74763812618,19,Branch_32
5084,41,Marketing,Mid,22 tahun,163.0,No,10,8,2,Poor,5,88.78986413239501,37164.658372391365,0,Branch_30
5085,36,Marketing,Mid,11 tahun,174.0,No,12,10,5,Average,1,100.0,21762.20485677596,15,Branch_13
5086,51,Finance,Entry,2 tahun,125.0,No,3,19,6,Good,8,91.94838861291976,38317.85771898551,0,Branch_1
5087,28,HR,Entry,22 tahun,181.0,Yes,6,10,12,Poor,3,69.67027681535689,57424.82575347149,16,Branch_34
5088,59,Marketing,Senior,9 tahun,170.0,No,3,4,7,Average,1,77.53723419426709,51431.654168411136,9,Branch_15
5089,39,Finance,Entry,19 tahun,197.0,Hybrid,1,12,7,Good,1,82.0268512877874,60553.07219406981,10,Branch_14
5090,51,IT,Entry,15 tahun,192.0,Yes,3,11,5,Average,5,77.71690797512072,45649.98621651623,12,Branch_29
5091,29,Marketing,Mid,8 tahun,218.0,Hybrid,13,15,4,Average,7,77.3641174757725,57401.840996718136,5,Branch_34
5092,42,IT,Senior,19 tahun,194.0,Yes,14,4,10,Good,3,77.39744472836986,39087.97340073996,11,Branch_18
5093,28,Operations,Entry,9 tahun,204.0,No,11,4,9,Good,1,87.2182018392922,88545.50868499858,5,Branch_7
5094,26,Sales,Mid,5 tahun,158.0,Yes,3,3,3,Good,7,67.04159856002195,41694.10917779285,9,Branch_29
5095,53,Marketing,Mid,8 tahun,180.0,Hybrid,9,4,10,Average,8,97.9464242304643,29000.174326026052,8,Branch_31
5096,37,Marketing,Senior,1 tahun,130.0,Yes,7,10,10,Poor,1,51.40876568060651,51487.398234975546,3,Branch_25
5097,47,HR,Manager,17 tahun,201.0,Hybrid,13,7,12,Poor,9,75.53002859707654,59671.96853062173,0,Branch_14
5098,48,IT,Entry,15 tahun,137.0,Hybrid,14,6,3,Excellent,6,78.55527689577804,48684.43206942003,0,Branch_8
5099,49,Sales,Senior,15 tahun,177.0,No,9,13,11,Good,9,65.56531858968181,25914.63877944168,8,Branch_27
5100,54,Finance,Manager,9 tahun,142.0,Hybrid,9,17,9,Average,3,76.54898201950076,39698.21437740144,3,Branch_2
5101,23,Sales,Senior,7 tahun,208.0,No,7,5,7,Average,4,93.1101153358032,80189.42650886111,15,Branch_17
5102,36,Marketing,Manager,21 tahun,147.0,No,11,5,13,Poor,8,57.483002373748725,41197.30586901368,19,Branch_14
5103,28,Operations,Entry,14 tahun,202.0,No,11,13,12,Good,2,76.55242276827846,53856.386661860925,6,Branch_25
5104,41,IT,Manager,26 tahun,178.0,No,2,6,6,Good,4,97.3441964049837,58458.41806607376,5,Branch_30
5105,34,Marketing,Senior,1 tahun,146.0,Hybrid,3,12,12,Good,6,52.84238522723529,28583.68421947053,11,Branch_29
5106,53,Finance,Entry,19 tahun,179.0,Yes,14,12,3,Average,9,88.13150139350692,64438.91832706472,11,Branch_20
5107,50,Finance,Mid,26 tahun,199.0,No,6,9,5,Average,8,70.69897254180394,49244.40563634069,13,Branch_21
5108,25,Marketing,Senior,26 tahun,190.0,No,4,15,6,Good,2,54.54617184868869,29847.657954674727,17,Branch_22
5109,40,Operations,Mid,28 tahun,174.0,Yes,1,6,5,Average,9,66.09365073424424,55527.04757098133,17,Branch_35
5110,31,Marketing,Senior,9 tahun,170.0,Hybrid,3,18,11,Good,1,70.18572583128353,90204.20083153344,1,Branch_16
5111,57,Marketing,Senior,26 tahun,194.0,Yes,7,13,9,Average,2,81.36844906122685,103023.64042571264,3,Branch_17
5112,33,IT,Entry,19 tahun,188.0,Yes,13,18,13,Average,7,83.04454379913172,75907.80261242317,19,Branch_16
5113,43,HR,Entry,13 tahun,147.0,Hybrid,1,17,12,Average,2,64.59036694238473,41209.90732100067,16,Branch_2
5114,48,Finance,Mid,5 tahun,189.0,No,6,3,7,Good,1,71.27459791615344,52824.22249252243,9,Branch_4
5115,56,IT,Mid,14 tahun,179.0,Hybrid,1,16,9,Poor,7,88.11483646705749,72260.82385407775,13,Branch_21
5116,38,Finance,Mid,18 tahun,140.0,No,4,9,2,Average,1,64.21122657186024,35172.26434916422,9,Branch_34
5117,27,Marketing,Entry,21 tahun,159.0,Yes,9,16,9,Good,3,97.82471713414654,54479.76873810831,7,Branch_30
5118,35,Finance,Mid,23 tahun,179.0,No,9,6,10,Good,6,69.81265895296313,55013.00169388069,17,Branch_6
5119,54,Operations,Entry,28 tahun,215.0,Hybrid,1,10,8,Average,6,69.48370501786754,75569.63358605694,6,Branch_17
5120,49,Operations,Entry,5 tahun,195.0,Hybrid,2,16,1,Poor,2,87.16735231395798,48213.46914221362,18,Branch_25
5121,59,Operations,Senior,5 tahun,157.0,No,2,17,12,Average,4,45.884968658974486,29116.89435947248,5,Branch_5
5122,28,Sales,Entry,29 tahun,130.0,Yes,3,19,13,Poor,1,55.14687678092398,80565.13694760948,3,Branch_5
5123,32,Finance,Senior,27 tahun,217.0,No,10,3,4,Average,7,94.06021218472335,51821.37801425774,4,Branch_20
5124,54,Operations,Mid,20 tahun,217.0,Yes,3,3,11,Average,7,77.84410844241044,52681.42701616714,6,Branch_16
5125,24,Sales,Mid,4 tahun,139.0,Hybrid,10,18,6,Excellent,8,69.24064863397449,59058.76579537288,9,Branch_9
5126,43,IT,Mid,5 tahun,177.0,Hybrid,14,18,14,Average,3,50.36115663542713,41738.62236841868,8,Branch_5
5127,34,IT,Mid,2 tahun,154.0,Yes,12,17,8,Good,1,54.67285340070563,250000.0,16,Branch_2
5128,50,Operations,Senior,14 tahun,158.0,Yes,1,6,3,Average,1,75.68461911195392,31368.74231143172,16,Branch_9
5129,27,Sales,Senior,15 tahun,147.0,No,12,15,3,Average,7,72.10630567254873,39809.64663106685,9,Branch_22
5130,49,Finance,Entry,6 tahun,155.0,Yes,3,14,12,Average,5,97.62432844508042,82461.62358965687,9,Branch_22
5131,36,Operations,Senior,27 tahun,138.0,Hybrid,11,12,1,Good,3,58.136355549783126,63215.07776269933,2,Branch_22
5132,45,IT,Senior,2 tahun,169.0,Hybrid,6,13,10,Poor,3,67.49875793583351,40659.22284839074,13,Branch_34
5133,47,Finance,Senior,9 tahun,123.0,Yes,0,8,5,Average,8,81.2440278325503,41860.38721761992,17,Branch_29
5134,22,HR,Entry,11 tahun,198.0,Hybrid,5,4,0,Average,5,77.34841129871585,43693.724800613,18,Branch_33
5135,47,Operations,Entry,22 tahun,156.0,Hybrid,10,12,5,Average,1,50.39294934282255,107455.72993681996,10,Branch_18
5136,52,HR,Mid,5 tahun,219.0,No,14,18,3,Average,2,60.06104492089141,53695.208340161225,0,Branch_7
5137,44,Operations,Manager,11 tahun,209.0,No,7,18,13,Good,2,91.77504741780557,250000.0,10,Branch_1
5138,53,Sales,Entry,3 tahun,192.0,No,5,8,10,Poor,2,100.0,26796.73428816251,1,Branch_33
5139,22,Sales,Senior,26 tahun,168.0,No,7,4,5,Average,5,93.27021203545192,67130.7651275456,14,Branch_1
5140,39,Finance,Entry,14 tahun,183.0,No,10,7,11,Good,8,69.37205847087303,82758.36444095994,16,Branch_24
5141,38,HR,Manager,9 tahun,197.0,Yes,12,3,6,Good,6,80.677898078996,250000.0,3,Branch_4
5142,49,HR,Senior,24 tahun,207.0,No,13,11,6,Average,3,69.42225097416879,26004.612706662934,2,Branch_4
5143,22,Sales,Entry,19 tahun,176.0,Yes,6,19,8,Average,7,97.40225570373458,62154.638726476864,9,Branch_18
5144,57,Marketing,Entry,17 tahun,178.0,Hybrid,2,9,0,Good,1,63.59957366476276,79872.85808962383,8,Branch_27
5145,26,Finance,Mid,17 tahun,122.0,Hybrid,13,12,14,Average,9,93.36762978698164,39573.61343133145,7,Branch_32
5146,26,Finance,Mid,26 tahun,192.0,Hybrid,6,7,11,Good,6,96.13342380769488,94087.5101382562,17,Branch_33
5147,23,IT,Mid,14 tahun,217.0,Yes,4,5,2,Excellent,3,60.45688985151183,56854.213472692856,12,Branch_28
5148,32,Sales,Senior,24 tahun,170.0,No,2,14,14,Poor,2,80.29599164953319,250000.0,10,Branch_6
5149,56,IT,Manager,14 tahun,175.0,Hybrid,9,5,3,Good,7,98.54507455178084,71357.00223359064,12,Branch_16
5150,51,Marketing,Mid,10 tahun,142.0,No,6,3,10,Poor,2,75.03902639980836,20884.030619624853,19,Branch_34
5151,53,IT,Entry,23 tahun,169.0,Hybrid,11,8,6,Poor,4,100.0,50286.16336799455,18,Branch_23
5152,29,Marketing,Mid,29 tahun,177.0,Yes,2,12,13,Average,1,55.092433749739634,30363.48250747907,18,Branch_24
5153,23,IT,Senior,7 tahun,144.0,No,14,19,3,Average,6,81.87726474050625,92197.45706027508,0,Branch_13
5154,57,Sales,Mid,13 tahun,201.0,Yes,1,14,12,Poor,2,80.36318992028198,56918.59043407516,14,Branch_18
5155,46,Marketing,Entry,3 tahun,149.0,Yes,6,8,10,Excellent,8,53.76327337524393,52908.91464594052,1,Branch_13
5156,40,Finance,Entry,29 tahun,200.0,No,14,19,7,Poor,1,100.0,44007.594795162055,3,Branch_17
5157,28,Sales,Mid,6 tahun,192.0,No,0,6,13,Good,9,75.60440516963442,36264.692340106936,17,Branch_15
5158,35,Sales,Mid,10 tahun,123.0,No,0,11,1,Average,8,100.0,20845.56412452801,15,Branch_18
5159,25,Operations,Mid,5 tahun,130.0,Hybrid,13,10,7,Poor,2,47.36295378751825,59009.56239964676,14,Branch_23
5160,54,HR,Entry,21 tahun,212.0,No,4,8,6,Good,3,47.01462808604721,44067.31656971425,3,Branch_30
5161,58,Finance,Entry,29 tahun,214.0,Hybrid,13,7,1,Good,7,100.0,58836.87306587236,19,Branch_34
5162,51,IT,Entry,6 tahun,157.0,Yes,1,4,6,Excellent,7,67.48263800580074,20000.0,14,Branch_4
5163,41,Sales,Senior,8 tahun,140.0,Hybrid,14,19,8,Good,5,52.76070234592301,26042.717669430127,4,Branch_3
5164,35,IT,Mid,25 tahun,166.0,No,0,17,9,Average,5,77.15917322892892,56437.99243044695,14,Branch_7
5165,48,Sales,Mid,5 tahun,123.0,No,12,10,10,Poor,3,54.96975797090427,20000.0,5,Branch_18
5166,34,Finance,Entry,10 tahun,155.0,No,7,5,2,Good,5,94.6806890428398,120876.22837875863,9,Branch_7
5167,28,Sales,Mid,23 tahun,187.0,Hybrid,12,10,1,Poor,3,67.03191023622976,60945.15992112756,16,Branch_6
5168,39,IT,Mid,1 tahun,219.0,No,0,5,6,Good,1,57.76431121052651,25798.359393819504,14,Branch_22
5169,59,IT,Senior,13 tahun,174.0,No,8,7,14,Poor,2,45.83419336070089,32213.53986938205,9,Branch_1
5170,30,Finance,Manager,5 tahun,208.0,No,10,13,8,Average,5,58.48546296595381,250000.0,11,Branch_4
5171,44,IT,Senior,26 tahun,166.0,No,11,8,8,Average,3,61.37012920561271,49021.07937123082,5,Branch_29
5172,52,Marketing,Mid,19 tahun,211.0,Hybrid,7,14,13,Average,5,95.36834990377456,65211.2338847741,0,Branch_21
5173,23,Sales,Mid,26 tahun,155.0,Yes,0,13,5,Excellent,7,92.28469584284214,44806.08807552805,3,Branch_26
5174,59,Marketing,Senior,28 tahun,141.0,No,6,3,9,Excellent,8,82.07398855694056,29114.34683655722,8,Branch_14
5175,26,HR,Entry,16 tahun,165.0,No,2,11,4,Good,3,72.95941283151238,61166.30703713969,10,Branch_9
5176,44,HR,Mid,18 tahun,134.0,Yes,12,3,4,Excellent,3,60.32365562462508,54716.04267715282,3,Branch_12
5177,53,Operations,Mid,19 tahun,140.0,Yes,5,9,7,Average,3,54.84365274433048,44521.63122257886,17,Branch_6
5178,37,Operations,Mid,10 tahun,194.0,Yes,13,5,3,Average,7,76.86948472995223,36114.39344877403,9,Branch_20
5179,32,Sales,Mid,25 tahun,140.0,Hybrid,12,14,1,Good,7,50.01726152395659,27112.287668807043,0,Branch_24
5180,35,IT,Mid,25 tahun,160.0,Yes,9,8,4,Poor,5,58.21241156196574,74062.87318467398,12,Branch_27
5181,24,Finance,Mid,2 tahun,131.0,Yes,1,5,6,Average,4,59.674418396419576,31674.64076254614,12,Branch_8
5182,29,HR,Mid,9 tahun,169.0,Yes,10,8,7,Good,7,49.76747773682485,76965.85092407675,17,Branch_1
5183,36,IT,Mid,19 tahun,173.0,Hybrid,0,12,7,Good,2,66.71902198560547,44177.452333574656,2,Branch_24
5184,30,Operations,Mid,12 tahun,176.0,Hybrid,4,12,10,Good,4,71.18129054866573,92697.4470915765,12,Branch_7
5185,37,Finance,Entry,12 tahun,133.0,No,6,5,7,Good,7,76.51663834227455,58212.147881249904,5,Branch_19
5186,47,Sales,Mid,3 tahun,122.0,Hybrid,7,4,12,Good,6,30.32354111541899,250000.0,0,Branch_22
5187,53,IT,Entry,21 tahun,139.0,No,4,10,9,Average,2,53.79581746512812,20677.648822696538,19,Branch_35
5188,39,Marketing,Entry,13 tahun,157.0,Hybrid,6,17,2,Average,2,75.20022865770021,43730.57531819111,8,Branch_30
5189,29,Sales,Senior,4 tahun,218.0,Yes,13,5,11,Average,4,90.63639086130274,111761.4066063037,14,Branch_29
5190,53,HR,Mid,1 tahun,143.0,Hybrid,1,18,3,Average,7,64.6627845490275,33309.537046067264,15,Branch_22
5191,31,Sales,Mid,1 tahun,144.0,Hybrid,10,7,10,Average,1,46.36917208243655,24347.0990145288,13,Branch_11
5192,33,Sales,Manager,21 tahun,185.0,Hybrid,0,3,1,Average,7,55.66207843267859,60948.27326501389,12,Branch_20
5193,33,Finance,Mid,4 tahun,130.0,Yes,0,15,10,Poor,8,73.61429708772219,57090.58012003994,0,Branch_29
5194,31,HR,Entry,24 tahun,195.0,Yes,9,4,1,Good,7,57.88237791209496,106556.41684428007,9,Branch_34
5195,55,Operations,Mid,2 tahun,199.0,Hybrid,0,10,6,Average,1,57.85616635758409,53236.08584611321,3,Branch_1
5196,51,Finance,Manager,8 tahun,206.0,No,2,8,10,Good,9,71.16267993032844,82417.80482243554,18,Branch_31
5197,52,Sales,Mid,16 tahun,180.0,No,4,10,0,Poor,6,65.15282622926654,69379.14531225414,14,Branch_30
5198,59,IT,Senior,22 tahun,199.0,No,7,16,11,Good,3,99.11358972573832,32349.56031380919,8,Branch_18
5199,46,Marketing,Entry,10 tahun,170.0,No,6,10,5,Poor,1,74.15559107640512,52578.19983387608,12,Branch_17
5200,45,Marketing,Entry,9 tahun,217.0,No,1,19,4,Average,1,100.0,60450.39728530546,16,Branch_14
5201,54,Finance,Mid,27 tahun,213.0,No,8,6,2,Excellent,2,86.64888238311758,59176.03808611334,2,Branch_23
5202,30,IT,Mid,22 tahun,192.0,Hybrid,13,11,5,Good,7,71.3842988251764,124375.54316684876,16,Branch_25
5203,46,Marketing,Entry,7 tahun,142.0,Yes,5,3,3,Poor,6,94.79005258281828,63283.91869615408,8,Branch_15
5204,41,IT,Senior,8 tahun,123.0,Yes,12,16,11,Good,9,66.50895658429287,83652.36140927,12,Branch_22
5205,38,Operations,Entry,29 tahun,162.0,Hybrid,7,9,10,Poor,8,100.0,115842.37608686685,8,Branch_3
5206,27,Operations,Entry,17 tahun,147.0,Yes,3,6,4,Poor,4,84.8174108736578,55606.18614423911,10,Branch_19
5207,57,Finance,Entry,11 tahun,172.0,No,1,19,12,Average,4,81.70383247793836,64141.92984023144,9,Branch_34
5208,41,HR,Mid,11 tahun,126.0,Yes,7,10,2,Good,6,73.74229620357173,49473.08890250139,7,Branch_35
5209,47,IT,Mid,23 tahun,208.0,Hybrid,1,19,10,Good,7,88.71301855665955,96579.29748427072,9,Branch_1
5210,33,IT,Mid,15 tahun,182.0,No,3,8,7,Good,5,98.54399983755783,52333.25086817145,14,Branch_21
5211,28,HR,Senior,7 tahun,190.0,Hybrid,10,11,0,Average,5,84.46489739770026,119810.24451113184,18,Branch_29
5212,51,Sales,Entry,29 tahun,168.0,Hybrid,1,16,6,Good,2,75.08091629840553,29159.369622037422,6,Branch_6
5213,43,Sales,Mid,3 tahun,140.0,Hybrid,12,15,11,Good,4,92.15400036752504,38226.75015789287,5,Branch_1
5214,50,Sales,Mid,23 tahun,159.0,No,4,8,9,Excellent,8,77.44234637867939,65081.9968948447,1,Branch_1
5215,43,Finance,Mid,27 tahun,217.0,No,7,11,9,Average,2,100.0,69866.54689328498,2,Branch_27
5216,45,Sales,Manager,16 tahun,167.0,No,9,8,5,Good,1,80.62429742701914,57287.79379350696,19,Branch_21
5217,24,Finance,Mid,29 tahun,127.0,Hybrid,2,10,6,Good,9,88.18676726595142,60341.83663520302,12,Branch_16
5218,45,HR,Mid,16 tahun,121.0,No,11,7,12,Good,8,68.54883837442746,250000.0,4,Branch_26
5219,47,IT,Entry,14 tahun,175.0,Hybrid,1,10,13,Poor,7,58.47097862177283,250000.0,4,Branch_16
5220,26,Marketing,Entry,20 tahun,140.0,Yes,1,11,9,Average,6,45.95474542280612,26909.91526112985,2,Branch_28
5221,34,Marketing,Entry,22 tahun,139.0,Hybrid,5,3,6,Average,6,75.91553329086057,37262.52402713194,19,Branch_1
5222,58,Finance,Mid,18 tahun,196.0,No,14,18,10,Poor,7,67.2492827688418,55698.91295182632,2,Branch_10
5223,43,Finance,Entry,20 tahun,195.0,No,2,6,13,Average,4,71.8838317761513,40956.17021768771,2,Branch_17
5224,55,Operations,Mid,10 tahun,186.0,No,10,16,1,Average,2,79.6911069064945,43432.81214964383,5,Branch_23
5225,24,IT,Mid,26 tahun,122.0,Yes,4,3,4,Poor,5,100.0,45396.88907241196,11,Branch_7
5226,53,HR,Manager,29 tahun,175.0,Hybrid,13,5,4,Average,3,50.21555937718041,29708.490727196116,11,Branch_7
5227,45,IT,Mid,4 tahun,178.0,Hybrid,10,9,3,Average,2,76.11847111824699,50389.71258811656,0,Branch_15
5228,30,Operations,Senior,14 tahun,185.0,Hybrid,12,16,8,Average,1,88.56911461902533,82037.99648129407,12,Branch_34
5229,24,Finance,Mid,5 tahun,133.0,Hybrid,1,3,0,Average,5,76.73489492707007,28922.661616828525,19,Branch_4
5230,43,IT,Mid,6 tahun,186.0,No,5,13,13,Average,1,63.27489999983965,62211.09589246434,9,Branch_14
5231,45,Finance,Mid,4 tahun,180.0,No,2,5,5,Good,4,97.90816984400432,67687.21037284445,16,Branch_14
5232,59,Marketing,Entry,11 tahun,147.0,Hybrid,6,14,2,Excellent,1,67.22878325608411,67457.92672890304,2,Branch_16
5233,31,IT,Senior,22 tahun,191.0,No,7,11,12,Average,7,56.39831530526747,58381.97724763255,0,Branch_7
5234,56,HR,Mid,25 tahun,149.0,No,14,16,9,Excellent,7,67.32200827017883,33779.09927487305,8,Branch_32
5235,41,Marketing,Mid,12 tahun,130.0,No,14,11,7,Poor,3,82.65877929309494,77971.46306046488,5,Branch_19
5236,33,HR,Senior,20 tahun,198.0,Yes,10,10,6,Good,3,97.91553544268868,250000.0,11,Branch_2
5237,33,HR,Mid,11 tahun,136.0,Yes,3,19,11,Average,1,46.807818261853456,57129.621976846574,3,Branch_10
5238,38,Finance,Mid,7 tahun,193.0,Yes,4,6,1,Poor,1,71.11522100555729,65852.85532996697,17,Branch_17
5239,25,HR,Mid,11 tahun,158.0,No,4,13,11,Poor,4,67.25809689192036,250000.0,9,Branch_12
5240,29,Operations,Manager,7 tahun,149.0,No,13,3,12,Poor,9,55.55021355298892,41814.7484396429,16,Branch_6
5241,28,Sales,Senior,24 tahun,135.0,Yes,2,16,7,Good,4,88.45528072678303,98416.87653189272,2,Branch_22
5242,39,HR,Manager,2 tahun,137.0,No,1,15,13,Average,6,53.31982467761453,39179.65817084754,19,Branch_32
5243,47,IT,Mid,1 tahun,213.0,Yes,2,8,0,Good,5,100.0,46773.91972811956,13,Branch_20
5244,52,Operations,Mid,25 tahun,120.0,Yes,4,4,1,Excellent,6,84.33133223605557,77047.81537220828,3,Branch_1
5245,29,Finance,Entry,9 tahun,166.0,No,7,11,0,Poor,1,100.0,58754.50704372155,12,Branch_6
5246,55,Finance,Entry,14 tahun,158.0,No,13,10,12,Good,5,77.20234485251994,55831.77773613485,14,Branch_19
5247,37,Operations,Entry,20 tahun,164.0,Yes,3,17,12,Average,6,82.6543475252542,72579.43959425739,2,Branch_18
5248,41,Sales,Manager,4 tahun,120.0,No,4,16,9,Excellent,9,39.285588059019865,62911.527415084165,9,Branch_6
5249,31,Finance,Mid,29 tahun,155.0,Yes,13,6,4,Average,4,87.99669719253228,52643.07383894706,18,Branch_33
5250,26,Finance,Entry,10 tahun,154.0,Hybrid,7,16,10,Poor,9,78.27380327759161,39475.175289122286,4,Branch_23
5251,32,Marketing,Mid,27 tahun,182.0,Yes,6,5,1,Average,2,67.72908797769318,41149.37073088372,15,Branch_23
5252,59,Marketing,Senior,19 tahun,208.0,Yes,9,14,14,Poor,9,62.46137401804237,115616.0216644795,18,Branch_26
5253,43,Marketing,Mid,19 tahun,168.0,Yes,9,8,6,Good,9,80.46494773371077,73189.84297705712,2,Branch_13
5254,32,Sales,Manager,21 tahun,138.0,No,7,19,8,Average,2,59.634433892143136,20000.0,14,Branch_7
5255,39,Operations,Senior,21 tahun,216.0,Hybrid,3,13,2,Good,5,93.04069326659292,68392.54862618947,7,Branch_15
5256,39,Finance,Mid,20 tahun,179.0,No,1,17,3,Poor,5,46.887635298022055,32093.08020722923,15,Branch_27
5257,52,Finance,Entry,29 tahun,125.0,Hybrid,1,16,6,Good,6,43.87117007099374,33250.41447933857,16,Branch_26
5258,41,Finance,Senior,21 tahun,157.0,Hybrid,8,16,0,Average,5,47.45017831953519,55365.88017397215,11,Branch_33
5259,44,HR,Mid,3 tahun,144.0,No,12,10,10,Excellent,8,49.30641175733246,23292.11133773091,5,Branch_15
5260,31,Finance,Senior,22 tahun,149.0,No,14,3,3,Average,9,100.0,85555.18939346376,2,Branch_27
5261,38,Finance,Mid,24 tahun,146.0,Yes,1,5,10,Poor,6,84.82082423125493,61337.6690293906,14,Branch_5
5262,29,Operations,Mid,22 tahun,179.0,No,0,18,13,Poor,7,75.466122780313,76491.5345861759,16,Branch_2
5263,52,IT,Mid,29 tahun,175.0,Hybrid,14,4,0,Average,3,80.55155480819245,70856.72909321784,7,Branch_33
5264,47,IT,Entry,23 tahun,201.0,Yes,4,18,7,Good,1,87.24651871734444,56259.61503325837,11,Branch_16
5265,30,Finance,Entry,8 tahun,130.0,Hybrid,8,8,6,Poor,8,54.73480715117169,83788.57835609125,13,Branch_23
5266,53,HR,Senior,23 tahun,144.0,Yes,8,8,10,Average,2,75.16361091098582,43615.970214318,6,Branch_16
5267,44,HR,Manager,26 tahun,141.0,Yes,10,7,9,Average,5,94.28223450799388,44259.654184189705,19,Branch_14
5268,53,Sales,Entry,15 tahun,148.0,No,5,19,2,Poor,1,91.24530320812028,50934.65264231036,17,Branch_29
5269,57,Sales,Senior,21 tahun,208.0,No,3,14,5,Good,9,78.44306417106645,91439.48793041897,9,Branch_26
5270,26,Operations,Entry,22 tahun,206.0,No,8,17,7,Average,2,87.26500862017669,56030.82199314516,7,Branch_35
5271,22,Finance,Mid,6 tahun,175.0,Yes,1,7,4,Average,4,87.468251027943,20000.0,1,Branch_15
5272,52,Marketing,Mid,9 tahun,193.0,Yes,3,10,12,Average,2,90.29788075200094,29985.17745242086,2,Branch_3
5273,52,HR,Mid,21 tahun,214.0,No,5,5,1,Good,2,70.23630305995762,20566.09363024976,16,Branch_23
5274,30,Marketing,Mid,4 tahun,165.0,Hybrid,0,17,3,Good,1,57.02330482183662,61269.13115222976,1,Branch_29
5275,54,Sales,Senior,18 tahun,207.0,No,13,16,12,Average,3,100.0,250000.0,3,Branch_34
5276,56,HR,Mid,29 tahun,144.0,Yes,1,18,4,Average,1,57.31932080845869,34609.79821677453,0,Branch_33
5277,47,Marketing,Mid,16 tahun,125.0,Hybrid,1,14,1,Poor,8,40.20708575624722,20000.0,8,Branch_23
5278,23,Finance,Entry,4 tahun,164.0,Hybrid,14,8,11,Average,3,64.69076550622448,47271.23016668953,16,Branch_7
